HeritageItemID,SchoolName,HeritageTypeName,HeritageGroupName,EndorsedSignificance,ListingNumber,AreaHectares,AboriginalAreaName,Suburb,Address,LocalGovtAreaName,StreetNumber,StreetName
5064226,Nukalba Public School - Building B00A,Built,,1,5,1.717,Wanaruah,Nulkaba,5 O'Connors Road Nulkaba 2325,Cessnock,5,O'Connors Road
5064227,Paxton Public School - Building B00A,Built,,1,5,1.821,Darkinjung,Paxton,20 Anderson Avenue Paxton 2325,Cessnock,20,Anderson Avenue
5064228,Pelaw Main Public School - Memorial Gates,Built,,1,5,1.20485,Awabakal,Pelaw Main,10-16 Abermain Street Pelaw Main 2327,Cessnock,Oct-16,Abermain Street
5064229,Weston Public School - Buildings B00A and B00E,Built,,1,5,1.69974,Awabakal,Weston,20-34 Sixth Street Weston 2326,Cessnock,20-34,Sixth Street
5064230,"Wollombi Public School - Buildings B00A, B00B, B00E, B00G and B00H",Built,,1,5,0.8092,Darkinjung,Wollombi,2847 Wollombi Road Wollombi 2325,Cessnock,2847,Wollombi Road
5064231,Wollombi Public School,Complex / Group,Education,1,6,0.8092,Darkinjung,Wollombi,2847 Wollombi Road Wollombi 2325,Cessnock,2847,Wollombi Road
5064232,Chatsworth Island Public School - Buildings B00A and B00C,Built,,1,5,0.8094,Bundjalung,Chatsworth Island,136-140 Chatsworth Road Chatsworth Island 2469,Clarence Valley,136-140,Chatsworth Road
5064235,Copmanhurst Public School - Buildings B00A and B00E,Built,,1,5,1.227,Bundjalung,Copmanhurst,11-13 Prescott Street Copmanhurst 2460,Clarence Valley,Nov-13,Prescott Street
5064236,Grafton High School - Buildings B00D and B00L,Built,,1,5,4.479,Gumbainggar,Grafton,85-103 Mary Street Grafton 2460,Clarence Valley,85-103,Mary Street
5064237,Grafton Administrative Office - Buildings D01 and D03,Built,,1,5,4.479,Gumbainggar,Grafton,85-103 Mary Street Grafton 2460,Clarence Valley,85-103,Mary Street
5064243,Harwood Island Public School - Buildings B00A and B00E,Built,,1,5,1.44,Bundjalung,Harwood Island,Morpeth Street Harwood Island 2465,Clarence Valley,,Morpeth Street
5064290,Maclean Public School - Buildings B00B and B00J,Built,,1,5,1.87839,Gumbainggar,Maclean,Woodford Street Maclean 2463,Clarence Valley,,Woodford Street
5064301,Chatsworth Island Public School,Complex / Group,Education,1,6,0.8094,Bundjalung,Chatsworth Island,136-140 Chatsworth Road Chatsworth Island 2469,Clarence Valley,136-140,Chatsworth Road
5064303,Grafton High School,Complex / Group,Education,1,6,4.479,Gumbainggar,Grafton,85-103 Mary Street Grafton 2460,Clarence Valley,85-103,Mary Street
5064304,Grafton Administrative Office,Complex / Group,Education,1,6,,Gumbainggar,Grafton,85-103 Mary Street Grafton 2460,Clarence Valley,85-103,Mary Street
5064305,Grafton High School - Agricultural Plot 1,Complex / Group,Education,1,6,2.436,Gumbainggar,Grafton,Bowtell Avenue Grafton 2460,Clarence Valley,,Bowtell Avenue
5064308,Grafton High School - Agricultural Plot 2,Complex / Group,Education,1,6,2.12,Gumbainggar,Grafton,Bowtell Avenue Grafton 2460,Clarence Valley,,Bowtell Avenue
5064309,Harwood Island Public School,Complex / Group,Education,1,6,1.44,Bundjalung,Harwood Island,Morpeth Street Harwood Island 2465,Clarence Valley,,Morpeth Street
5064310,Maclean Public School,Complex / Group,Education,1,6,1.87839,Bundjalung,Maclean,Woodford Street Maclean 2463,Clarence Valley,,Woodford Street
5064311,Ulmarra Public School,Complex / Group,Education,1,6,1.512,Gumbainggar,Ulmarra,14 Pacific Highway Ulmarra 2462,Clarence Valley,14,Pacific Highway
5064314,"Cobar Public School - Buildings B00D, B00E and B00O (Residence)",Built,,1,5,0.4262,Ngiyampaa,Cobar,6-10 Blakey Street Cobar 2835,Cobar,6-Oct,Blakey Street
5064315,Coffs Harbour State High School - Building B00A,Built,,1,5,3.329266,Gumbainggar,Coffs Harbour,336 Harbour Drive Coffs Harbour 2450,Coffs Harbour ,336,Harbour Drive
5064316,"Coffs Harbour Public School - Buildings B00B-B00D, B00F, B00G and B00I",Built,,1,5,3.4526,Gumbainggar,Coffs Harbour,7 Salamander Street Coffs Harbour 2450,Coffs Harbour ,7,Salamander Street
5064317,Coramba Public School - Buildings B00A and B00F,Built,,1,5,0.8094,Gumbainggar,Coramba,6 Short Street Coramba 2450,Coffs Harbour ,6,Short Street
5064318,Sawtell Public School - Buildng B00F,Built,,1,5,2.25322,Gumbainggar,Sawtell,32 Eleventh Avenue Sawtell 2452,Coffs Harbour ,32,Eleventh Avenue
5064319,Woolgoolga Public School - Building B00D-B00F and B00G,Built,,1,5,1.42676,Gumbainggar,Woolgoolga,1-15 Scarborough Street Woolgoolga 2456,Coffs Harbour ,Jan-15,Scarborough Street
5064320,"Ganmain Public School - Buildings B00A, B00B, B00E, B00F, B00H and Grounds",Built,,1,5,3.5778,Wiradjuri,Ganmain,23-41 Langham Street Ganmain 2702,Coolamon,23-41,Langham Street
5064321,Marrar Public School - Building B00A,Built,,1,5,1.053,Wiradjuri,Marrar,9-13 Centenary Drive Marrar 2652,Coolamon,Sep-13,Centenary Drive
5064322,"Matong Public School - Buildings B00A-B00C, B00K and Significant Tree",Built,,1,5,2.55,Wiradjuri,Matong,Matong Street Matong 2652,Coolamon,,Matong Street
5064323,Bredbo Public School - Buildings B00A and B00B,Built,,1,5,1.6295,Ngarigu,Bredbo,Monaro Highway Bredbo 2626,Cooma-Monaro,,Monaro Highway
5064324,"Cooma Public School - Buildings B00D, B00F, B00H and B00I",Built,,1,5,1.469,Ngarigu,Cooma,Commissioner Street Cooma 2630,Cooma-Monaro,,Commissioner Street
5064326,Jerangle Public School - Landscape,Built,,1,5,0.8114,Ngarigu,Jerangle,2892 Jerangle Road Jerangle 2630,Cooma-Monaro,2892,Jerangle Road
5064327,Michelago Public School - Buildings B00A and B00B,Built,,1,5,0.8094,Ngarigu,Michelago,20 Ryrie Street Michelago 2620,Cooma-Monaro,20,Ryrie Street
5064328,Nimmitabel Public School - Buildings B00A-B00C,Built,,1,5,2.1603,Ngarigu,Nimmitabel,Wolfe Street Nimmitabel 2631,Cooma-Monaro,,Wolfe Street
5064335,Numeralla Public School - Building B00A and Residence,Built,,1,5,4.0135,Ngarigu,Numeralla,7-9 Umeralla Street Numeralla 2630,Cooma-Monaro,7-Sep,Umeralla Street
5064336,Cooma Public School,Complex / Group,Education,1,6,1.469,Ngarigu,Cooma,Commissioner Street Cooma 2630,Cooma-Monaro,,Commissioner Street
5064337,"Cootamundra Public School - Buildings B00A, B00B, B00B1 and B00B2",Built,,1,5,1.57072,Wiradjuri,Cootamundra,Cooper Street Cootamundra 2590,Cootamundra,,Cooper Street
5064338,"Stockinbingal Public School - Buildings B00A, B00B and B00D",Built,,1,5,0.85156,Wiradjuri,Stockinbingal,Dudauman Street Stockinbingal 2725,Cootamundra,,Dudauman Street
5064339,"Wallendbeen Public School - Buildings B00A, B00B and B00E, Residence and Bell",Built,,1,5,1.699,Wiradjuri,Wallendbeen,7-15 King Street Wallendbeen 2588,Cootamundra,Jul-15,King Street
5064340,Cootamundra Public School,Complex / Group,Education,1,6,1.57072,Wiradjuri,Cootamundra,Cooper Street Cootamundra 2590,Cootamundra,,Cooper Street
5064341,Howlong Public School - Building B00F,Built,,1,5,0.6069,Wiradjuri,Howlong,121-135 Hawkins Street Howlong 2643,Corowa,121-135,Hawkins Street
5064342,Ballimore Public School - Buildings B00A and B00B,Built,,1,5,2.071,Wiradjuri,Ballimore,22 Bomen Street Ballimore 2830,Dubbo,22,Bomen Street
5064343,Dubbo Public School - Building B00K and Landscape,Built,,1,5,0.2039,Wiradjuri,Dubbo,179 Darling Street Dubbo 2830,Dubbo,179,Darling Street
5064344,"Dubbo Public School - Buildings B00A, B00D and B00F",Built,,1,5,0.645,Wiradjuri,Dubbo,181 Darling Street Dubbo 2830,Dubbo,181,Darling Street
5064345,Wambangalang Environmental Education Centre - Buildings B00A-B00D,Built,,1,5,3.844,Wiradjuri,Toongi,Obley Road Toongi 2830,Dubbo,,Obley Road
5064346,"Wongarbon Public School - Buildings B00A, B00E, B00F and B00H and Memorial",Built,,1,5,0.2023,Wiradjuri,Wongarbon,28 Railway Street Wongarbon 2831,Dubbo,28,Railway Street
5064347,Clarence Town Public School - Buildings B00A and B00B,Built,,1,5,0.4046,Gaddhang,Clarence Town,82 Queen Street Clarence Town 2321,Dungog,82,Queen Street
5064348,Dungog Public School - Buildings B00B-B00D and B00K,Built,,1,5,1.42222,Gaddhang,Dungog,7-17 Chapman Street Dungog 2420,Dungog,Jul-17,Chapman Street
5064350,Glen William Public School - Significant Trees,Built,,1,5,0.8115,Gaddhang,Glen William,717 Glen William Road Glen William 2321,Dungog,717,Glen William Road
5064351,Gresford Public School - Buildings B00A and B00E,Built,,1,5,1.126,Gaddhang,Gresford,151 Durham Road Gresford 2311,Dungog,151,Durham Road
5064352,Dungog Public School - North,Complex / Group,Education,1,6,0.324,Gaddhang,Dungog,7-17 Chapman Street Dungog 2420,Dungog,Jul-17,Chapman Street
5064353,Dungog Public School - South,Complex / Group,Education,1,6,0.6819,Gaddhang,Dungog,7-17 Chapman Street Dungog 2420,Dungog,Jul-17,Chapman Street
5064354,Dungog Public School - Playing Fields,Complex / Group,Education,1,6,0.47734,Gaddhang,Dungog,8 Chapman Street Dungog 2420,Dungog,8,Chapman Street
5064355,Paterson Public School - Residence,Complex / Group,Education,1,6,0.8092,Gaddhang,Paterson,4 Church Street Paterson 2421,Dungog,4,Church Street
5064356,Bodalla Public School - Former - Buildings B00G and B00H,Built,,1,5,2.02,Dhurga,Bodalla,7 Eurobodalla Road Bodalla 2545,Eurobodalla,7,Eurobodalla Road
5064357,"Central Tilba Public School - Buildings B00A, B00B and B00D",Built,,1,5,0.8094,Dhurga,Central Tilba,89 Corkhill Drive Central Tilba 2546,Eurobodalla,89,Corkhill Drive
5064358,Mogo Public School - Buildings B00A and B00B,Built,,1,5,0.8094,Dhurga,Mogo,64-72 Sydney Road Mogo 2536,Eurobodalla,64-72,Sydney Road
5064359,Moruya Public School - Buildings B00A-B00C and B00J,Built,,1,5,2.387,Dhurga,Moruya,16 Evans Street Moruya 2537,Eurobodalla,16,Evans Street
5064360,Narooma Public School - Building B00B,Built,,1,5,0.283,Dhurga,Narooma,19 Montague Street Narooma 2546,Eurobodalla,19,Montague Street
5064361,Narooma Public School - Building B00F,Built,,1,5,1.336,Dhurga,Narooma,11 Montague Street Narooma 2546,Eurobodalla,11,Montague Street
5064362,"Bossley Park Public School - Buildings B00E, B00K and B00L",Built,,1,5,2.023,Eora,Bossley Park,68 Bossley Road Bossley Park 2176,Fairfield,68,Bossley Road
5064363,Cabramatta Public School - Building B00D,Built,,1,5,0.8083,Eora,Cabramatta,72 Cabramatta Road Cabramatta 2166,Fairfield,72,Cabramatta Road
5064364,Fairfield Public School - Buildings B002 and B009,Built,,1,5,2.30262,Eora,Fairfield,68-82 Smart Street Fairfield 2165,Fairfield,68-82,Smart Street
5064365,Canley Vale Tutorial Centre - Building B00S,Built,,1,5,0.454,Dharug,Canley Vale,94 Canley Vale Road Canley Vale 2166,Fairfield,94,Canley Vale Road
5066541,Fairvale High School - Building B00G,Built,,0,6,5.392,Eora,Fairfield West,1 Thorney Road Fairfield West 2165,Fairfield,1,Thorney Road
5064366,"Tooraweenah Public School - Buildings B00A, B00C, B00D, B00H and B00J",Built,,1,5,0.4047,Wiradjuri,Tooraweenah,410 John Renshaw Parkway Tooraweenah 2831,Gilgandra,410,John Renshaw Parkway
5064367,Deepwater Public School - Building B00K,Built,,1,5,0.8644,Gumbainggar,Deepwater,15-25 Young Street Deepwater 2371,Glen Innes Severn,15-25,Young Street
5064369,"Glen Innes Public School - Buildings B00A, B00B, B00G-B00J",Built,,1,5,1.416,Gumbainggar,Glen Innes,170 Church Street Glen Innes 2370,Glen Innes Severn,170,Church Street
5064370,Glen Innes Public School - Building B00D,Built,,1,5,1.416,Gumbainggar,Glen Innes,170 Church Street Glen Innes 2370,Glen Innes Severn,170,Church Street
5064371,Glen Innes Public School - Building B00C,Built,,1,5,0.3693,Gumbainggar,Glen Innes,170 Church Street Glen Innes 2370,Glen Innes Severn,170,Church Street
5064372,Glen Innes West Public School - Building B00A,Built,,1,5,1.3706,Gumbainggar,Glen Innes,33 Coronation Avenue Glen Innes 2370,Glen Innes Severn,33,Coronation Avenue
5064373,"Glen Innes High School - Buildings B00A-B00F, Landscape and War Memorial",Built,,1,5,1.881,Gumbainggar,Glen Innes,21 Edward Street Glen Innes 2370,Glen Innes Severn,21,Edward Street
5064374,Barrington Public School - Building B00A,Built,,1,5,0.8096,Birpai,Barrington,Kenmore Street Barrington 2422,Gloucester,,Kenmore Street
5064375,Gloucester Public School - Building B00B,Built,,1,5,1.671,Birpai,Gloucester,Elliot Street Gloucester 2422,Gloucester,,Elliot Street
5064376,Woodport Public School - Buildings B00C and B00E,Built,,1,5,1.482,Guringai,Erina,144 The Entrance Road Erina 2250,Gosford,144,The Entrance Road
5064377,Erina Heights Public School - Building B00C,Built,,1,5,2.043,Guringai,Erina Heights,2 Serpentine Road Erina Heights 2260,Gosford,2,Serpentine Road
5064378,Girrakool School - Curtilage,Built,,1,5,,Guringai,Kariong,3 Central Coast Highway Kariong 2250,Gosford,3,Central Coast Highway
5064379,Peats Ridge Public School - Buildings B00C-B00F,Built,,1,5,1.19,Guringai,Peats Ridge,1231 Peats Ridge Road Peats Ridge 2250,Gosford,1231,Peats Ridge Road
5064380,Somersby Public School - Buildings B00A and B00B and Grounds,Built,,1,5,2.764,Guringai,Somersby,840 Wisemans Ferry Road Somersby 2250,Gosford,840,Wisemans Ferry Road
5064381,Kariong Mountains High School,Complex / Group,Education,3,6,3.854,Darkinjung,Kariong,10 Festival Drive Kariong 2250,Gosford,10,Festival Drive
5064382,South Goulburn Public School - Building B00C,Built,,1,5,0.4047,Gandangara,Goulburn,2 Addison Street Goulburn 2580,Goulburn Mulwaree,2,Addison Street
5064383,Goulburn Public School - Building B00A,Built,,1,5,2.318,Gandangara,Goulburn,196 Bourke Street Goulburn 2580,Goulburn Mulwaree,196,Bourke Street
5064384,Goulburn High School - Building B00M,Built,,1,5,3.035,Birpai,Goulburn,132 Goldsmith Street Goulburn 2580,Goulburn Mulwaree,132,Goldsmith Street
5064385,Goulburn North Public School - Building B00D,Built,,1,5,2.263,Gandangara,Goulburn,1A Union Street Goulburn 2580,Goulburn Mulwaree,1A,Union Street
5064386,Marulan Public School - Building B00D,Built,,1,5,0.3593,Gandangara,Marulan,61 George Street Marulan 2579,Goulburn Mulwaree,61,George Street
5064387,Tallong Public School - Building B00A,Built,,1,5,0.8094,Gandangara,Tallong,80 Bumballa Street Tallong 2579,Goulburn Mulwaree,80,Bumballa Street
5064388,Tirranna Public School - Building B00A,Built,,1,5,0.8094,Gandangara,Tirrannaville,4986 Braidwood Road Tirrannaville 2580,Goulburn Mulwaree,4986,Braidwood Road
5064389,South Goulburn Public School,Complex / Group,Education,1,6,1.76809,Gandangara,Goulburn,2 Addison Street Goulburn 2580,Goulburn Mulwaree,2,Addison Street
5064390,Goulburn Public School,Complex / Group,Education,1,6,2.318,Gandangara,Goulburn,196 Bourke Street Goulburn 2580,Goulburn Mulwaree,196,Bourke Street
5064391,Goulburn High School,Complex / Group,Education,1,6,3.035,Gandangara,Goulburn,132 Goldsmith Street Goulburn 2580,Goulburn Mulwaree,132,Goldsmith Street
5064392,Goulburn North Public School,Complex / Group,Education,1,6,2.263,Gandangara,Goulburn,1A Union Street Goulburn 2580,Goulburn Mulwaree,1A,Union Street
5064393,Stroud Public School - Building B00B and Residence,Built,,1,5,2.9369,Birpai,Stroud,13-19 Erin Street Stroud 2425,Great Lakes,13-19,Erin Street
5064394,Nabiac Public School,Complex / Group,Education,1,6,1.18944,Birpai,Nabiac,Clarkson Street Nabiac 2312,Great Lakes,,Clarkson Street
5064395,Stroud Public School,Complex / Group,Education,1,6,0.6778,Birpai,Stroud,21 Erin Street Stroud 2425,Great Lakes,21,Erin Street
5066091,Nabiac Public School - Buildings B00A and B00B,Built,,1,5,0.8094,Birpai,Nabiac,Clarkson Street Nabiac 2312,Great Lakes,,Clarkson Street
5066476,Booral Public School - Buildings B00A and B00D,Built,,1,5,0.1012,Birpai,Booral,2300 The Bucketts Way Booral 2425,Great Lakes,2300,The Bucketts Way
5066477,Stroud Road Public School - Buildings B00A and B00B,Built,,1,5,0.8094,Birpai,Stroud Road,733 The Bucketts Way Stroud Road 2415,Great Lakes,733,The Bucketts Way
5066479,Bungwahl Public School - Building B00A,Built,,1,5,1.6355,Birpai,Bungwahl,56 Seal Rocks Road Bungwahl 2423,Great Lakes,56,Seal Rocks Road
5064396,Bobin Public School - Building B00A,Built,,1,5,2.2701,Birpai,Bobin,2512 Bulga Road Bobin 2429,Greater Taree,2512,Bulga Road
5064398,Coopernook Public School - Buildings B00A-B00D,Built,,1,5,3.1764,Birpai,Coopernook,Macquarie Street Coopernook 2426,Greater Taree,,Macquarie Street
5064399,Coopernook Public School - Building B00H and B00I,Built,,1,5,3.1764,Birpai,Coopernook,Macquarie Street Coopernook 2426,Greater Taree,,Macquarie Street
5064400,Cundletown Public School - Building B00B,Built,,1,5,1.69953,Birpai,Cundletown,High Street Cundletown 2430,Greater Taree,,High Street
5064401,Harrington Public School - Significant Trees,Landscape,,1,5,0.8094,Birpai,Harrington,37 High Street Harrington 2427,Greater Taree,37,High Street
5064402,Krambach Public School - Building B00B,Built,,1,5,0.8094,Birpai,Krambach,The Bucketts Way Krambach 2429,Greater Taree,,The Bucketts Way
5064403,Taree High School - Building B00H,Built,,1,5,2.51944,Birpai,Taree,8 Albert Street Taree 2430,Greater Taree,8,Albert Street
5064404,Taree High School - Building B00A,Built,,1,5,2.51944,Birpai,Taree,8 Albert Street Taree 2430,Greater Taree,8,Albert Street
5064405,Taree Public School - Building B00B,Built,,1,5,1.082,Birpai,Taree,10 Albert Street Taree 2430,Greater Taree,10,Albert Street
5064406,Taree Public School - Building B00A,Built,,1,5,1.082,Birpai,Taree,10 Albert Street Taree 2430,Greater Taree,10,Albert Street
5064407,Tinonee Public School - Building B00I,Built,,1,5,0.8094,Birpai,Tinonee,Hutchinson Street Tinonee 2430,Greater Taree,,Hutchinson Street
5064408,Tinonee Public School - Building B00B,Built,,1,5,0.8094,Birpai,Tinonee,Hutchinson Street Tinonee 2430,Greater Taree,,Hutchinson Street
5064409,"Wingham Brush Public School - Buildings B00A-B00E, B00G, B00H and B00K",Built,,1,5,2.5984,Birpai,Wingham,4 Isabella Street Wingham 2429,Greater Taree,4,Isabella Street
5064411,Taree High School,Complex / Group,Education,1,6,0.3793,Birpai,Taree,8 Albert Street Taree 2430,Greater Taree,8,Albert Street
5064413,Taree Public School,Complex / Group,Education,1,6,1.082,Birpai,Taree,10 Albert Street Taree 2430,Greater Taree,10,Albert Street
5064414,Tinonee Public School,Complex / Group,Education,1,6,0.44,Birpai,Tinonee,Hutchinson Street Tinonee 2430,Greater Taree,,Hutchinson Street
5064415,Wingham Brush Public School,Complex / Group,Education,1,6,2.5984,Birpai,Wingham,4 Isabella Street Wingham 2429,Greater Taree,4,Isabella Street
5064416,Beelbangera Public School - Buildings B00A and B00B,Built,,1,5,3.068,Wiradjuri,Beelbangera,505 Rankins Springs Road Beelbangera 2680,Griffith,505,Rankins Springs Road
5064417,Griffith High School - Building B00A,Built,,1,5,8.388,Wiradjuri,Griffith,88 Coolah Street Griffith 2680,Griffith,88,Coolah Street
5064418,Ben Lomond Public School - Building B00A and B00E and Significant Trees,Built,,1,5,0.804,Ngiyampaa,Ben Lomond,Inn Road Ben Lomond 2365,Guyra,,Inn Road
5064419,Black Mountain Public School - Buildings B00A and B00F,Built,,1,5,0.8094,Gamilaroi,Black Mountain,815 Black Mountains Road Black Mountain 2365,Guyra,815,Black Mountains Road
5064420,"Tingha Public School - Buildings B00A-B00C, B00E, B00H, B00I, B00K and Residence",Built,,1,5,2.691,Gamilaroi,Tingha,52-60 Ruby Street Tingha 2369,Guyra,52-60,Ruby Street
5065999,Warialda Public School - Buildings B00A-B00E,Built,,1,5,2.27563,Gamilaroi,Warialda,27-35 Hope Street Warialda 2402,Gwydir,27-35,Hope Street
5064421,Jugiong Public School - Buildings B00A and B00E,Built,,1,5,1.089,Ngunawal,Jugiong,Stapylton Street Jugiong 2726,Harden,,Stapylton Street
5064422,"Murrumburrah Public School - Buildings B00A, B00B and B00D",Built,,1,5,4.6608,Ngunawal,Murrumburrah,Albury Street Murrumburrah 2587,Harden,,Albury Street
5064423,Wombat Public School - Building B00C and Well,Built,,1,5,0.3616,Ngunawal,Wombat,46 Rose Street Wombat 2587,Harden,46,Rose Street
5064424,Kurrajong North Public School - Building B00A,Built,,1,5,1.2242,Dharug,Kurrajong Heights,1 Stone Terrace Kurrajong Heights 2758,Hawkesbury,1,Stone Terrace
5064425,Pitt Town Public School - Buildings B00A and B00D,Built,,1,5,1.616,Dharug,Pitt Town,17 Buckingham Street Pitt Town 2756,Hawkesbury,17,Buckingham Street
5064427,Richmond Public School - Buildings B00A and B00D and Period Gates,Built,,1,5,1.037,Dharug,Richmond,115 Windsor Street Richmond 2753,Hawkesbury,115,Windsor Street
5064428,"Windsor Public School - Buildings B00A, B00B and B00D-B00G",Built,,1,5,1.0234,Dharug,Windsor,2 Dight Street Windsor 2756,Hawkesbury,2,Dight Street
5064429,Longneck Lagoon Environmental Education Centre,Landscape,,3,6,,Dharug,Scheyville,113 Scheyville Road Scheyville 2756,Hawkesbury,113,Scheyville Road
5066542,Richmond High School - Building B008,Built,,0,6,10.0071,Eora,Richmond,140 Lennox Street Richmond 2753,Hawkesbury,140,Lennox Street
5064430,Parramatta West Public School - Building B00F,Built,,1,5,1.4061,Eora,Parramatta,Railway Street Parramatta 2150,Holroyd,,Railway Street
5064431,Ringrose Public School - Significant Trees,Built,,1,5,3.144,Eora,Greystanes,18-36 Ringrose Avenue Greystanes 2145,Holroyd,18-36,Ringrose Avenue
5064432,Guildford Public School - Building B00E,Built,,1,5,2.35124,Eora,Guildford,1A Apia Street Guildford 2161,Holroyd,1A,Apia Street
5064434,"Merrylands Public School - Buildings B00A, B00C, B00D, B00G, B00I and B00J",Built,,1,5,1.66609,Eora,Merrylands,68 Fowler Road Merrylands 2160,Holroyd,68,Fowler Road
5064435,Merrylands East Public School - Building B00A,Built,,1,5,0.836,Eora,Merrylands,7 Myee Street Merrylands 2160,Holroyd,7,Myee Street
5064436,"Westmead Public School - Buildings B00A, B00F and B00I",Built,,1,5,2.821,Eora,Westmead,150 Hawkesbury Road Westmead 2145,Holroyd,150,Hawkesbury Road
5064437,Arcadia Public School - Building B00A,Built,,1,5,2.3199,Guringai,Arcadia,140 Arcadia Road Arcadia 2159,Hornsby,140,Arcadia Road
5064438,Beecroft Public School - Building B00A,Built,,1,5,1.83792,Guringai,Beecroft,90-96 Beecroft Road Beecroft 2119,Hornsby,90-96,Beecroft Road
5064439,"Brooklyn Public School - Building B00A,  Landscape and Significant Trees",Built,,1,5,1.37379,Guringai,Brooklyn,106 Brooklyn Road Brooklyn 2083,Hornsby,106,Brooklyn Road
5064440,Epping West Public School - Building B00A,Built,,1,5,2.9666,Guringai,Epping,96-104 Carlingford Road Epping,Hornsby,96-104,Carlingford Road
5064442,Epping Public School - Building B00A,Built,,1,5,1.8962,Guringai,Epping,27-33 Pembroke Street Epping 2121,Hornsby,27-33,Pembroke Street
5064443,Galston Public School - Buildings B00A and B00J and Grounds,Built,,1,5,1.881,Guringai,Galston,45B Arcadia Road Galston 2159,Hornsby,45B,Arcadia Road
5064444,Galston High School - Building B00A and Item,Built,,1,5,10.48,Guringai,Galston,403 Galston Road Galston 2159,Hornsby,403,Galston Road
5064445,"Hornsby Girls High School - Buildings B00A, B00D, B00E and Period Fence",Built,,1,5,2.36299,Guringai,Hornsby,12 Edgeworth David Avenue Hornsby 2077,Hornsby,12,Edgeworth David Avenue
5064446,Mount Colah Public School - Grounds,Landscape,,1,5,3.084,Guringai,Mount Colah,19-21 Telopea Stree Mount Colah 2079,Hornsby,19-21,Telopea Stree
5064447,Mount Kuring-gai Public School - Grounds,Landscape,,1,5,0.92669,Guringai,Mount Kuring-Gai,5-9 King Street Mount Kuring-Gai 2080,Hornsby,5-Sep,King Street
5064449,Pennant Hills High School - Grounds,Landscape,,1,5,10.2822,Guringai,Pennant Hills,90 Boundary Road Pennant Hills 2120,Hornsby,90,Boundary Road
5064450,Thornleigh West Public School - Grounds,Landscape,,1,5,2.862,Guringai,Thornleigh,18 Giblett Avenue Thornleigh 2120,Hornsby,18,Giblett Avenue
5064451,Waitara Public School - Building B00A and Grounds,Landscape,,1,5,1.9558,Guringai,Wahroonga,48-58 Myra Street Wahroonga 2076,Hornsby,48-58,Myra Street
5064452,Cheltenham Girls High School,Complex / Group,Education,1,6,5.7238,Guringai,Cheltenham,161-175 Beecroft Road Cheltenham 2119,Hornsby,161-175,Beecroft Road
5064453,Beecroft Public School,Complex / Group,Education,1,6,1.83792,Guringai,Beecroft,90-96 Beecroft Road Beecroft 2119,Hornsby,90-96,Beecroft Road
5064454,Waitara Public School,Complex / Group,Education,1,6,1.9558,Guringai,Wahroonga,48-58 Myra Street Wahroonga 2076,Hornsby,48-58,Myra Street
5064455,Epping Public School,Complex / Group,Education,1,6,1.6404,Guringai,Epping,27-33 Pembroke Street Epping 2121,Hornsby,27-33,Pembroke Street
5064456,Hunters Hill Public School - Building B00A,Built,,1,5,1.0176,Eora,Hunters Hill,17 Alexandra Street Hunters Hill 2110,Hunters Hill,17,Alexandra Street
5064457,Hunters Hill Public School - Period Walls,Built,,1,5,,Eora,Hunters Hill,17 Alexandra Street Hunters Hill 2110,Hunters Hill,17,Alexandra Street
5064458,Hunters Hill Public School - Building B00G,Built,,1,5,0.1366,Eora,Hunters Hill,17 Alexandra Street Hunters Hill 2110,Hunters Hill,17,Alexandra Street
5064459,Hunters Hill Public School,Complex / Group,Education,1,6,1.0176,Eora,Hunters Hill,17 Alexandra Street Hunters Hill 2110,Hunters Hill,17,Alexandra Street
5064460,Hunters Hill High School,Complex / Group,Education,1,6,6.569,Eora,Hunters Hill,Reiby Road Hunters Hill 2110,Hunters Hill,,Reiby Road
5064461,Hunters Hill Public School,Complex / Group,Education,1,6,1.0176,Eora,Hunters Hill,17 Alexandra Street Hunters Hill 2110,Hunters Hill,17,Alexandra Street
5064462,Hurstville Public School - Buildings B00E-B00I,Built,,1,5,2.458,Eora,Hurstville,80 Forest Road Hurstville 2220,Hurstville,80,Forest Road
5064463,Peakhurst Public School - Building B00A and Significant Trees,Built,,1,5,1.26,Eora,Peakhurst,65A Bonds Road Peakhurst 2210,Hurstville,65A,Bonds Road
5064464,Penshurst Public School - Building B00A,Built,,1,5,0.3492,Eora,Penshurst,510 Forest Road Penshurst 2222,Hurstville,510,Forest Road
5064465,Georges River College - Hurstville Boys Campus - Buildings B00A and B00E,Built,,1,5,3.875,Eora,Hurstville,Kenwyn Street Hurstville 2220,Hurstville,,Kenwyn Street
5064466,Georges River College - Penshurst Girls Campus - Buildings B00A-B00E,Built,,1,5,1.4676,Eora,Penshurst,51 Penshurst Street Penshurst 2222,Hurstville,51,Penshurst Street
5064467,Gilgai School - Buildings B00A and B00B,Built,,1,5,0.8094,Gamilaroi,Gilgai,28 Schwenkes Lane Gilgai 2360,Inverell,28,Schwenkes Lane
5064468,Inverell High School - Building B00A,Built,,1,5,2.211,Gamilaroi,Inverell,70 Brae Street Inverell 2360,Inverell,70,Brae Street
5064469,Inverell Public School - Buildings B00B and B00H,Built,,1,5,0.8094,Gamilaroi,Inverell,22-30 Wood Street Inverell 2360,Inverell,22-30,Wood Street
