HeritageItemID,SchoolName_x,HeritageTypeName,HeritageGroupName,EndorsedSignificance,ListingNumber,AreaHectares,AboriginalAreaName,Suburb,Address,LocalGovtAreaName,StreetNumber,StreetName,MatchName,ItemName,School_code,AgeID,SchoolName_y,Street,Town_suburb,Postcode,Latitude,Longitude
5064345,Wambangalang Environmental Education Centre - Buildings B00A-B00D,Built,,1,5,3.844,Wiradjuri,Toongi,Obley Road Toongi 2830,Dubbo,,Obley Road,wambangalang environmental education centre,Buildings B00A-B00D,5681.0,64091.0,wambangalang environmental education centre,Obley Rd,Dubbo ,2830.0,-32.48798,148.554792
5064346,"Wongarbon Public School - Buildings B00A, B00E, B00F and B00H and Memorial",Built,,1,5,0.2023,Wiradjuri,Wongarbon,28 Railway Street Wongarbon 2831,Dubbo,28,Railway Street,wongarbon public school,"Buildings B00A, B00E, B00F and B00H and Memorial",3487.0,51056.0,wongarbon public school,Railway Street,WONGARBON,2831.0,-32.333558,148.759119
5064347,Clarence Town Public School - Buildings B00A and B00B,Built,,1,5,0.4046,Gaddhang,Clarence Town,82 Queen Street Clarence Town 2321,Dungog,82,Queen Street,clarence town public school,Buildings B00A and B00B,1564.0,49164.0,clarence town public school,Queen St,Clarence Town ,2321.0,-32.588731,151.777207
5064348,Dungog Public School - Buildings B00B-B00D and B00K,Built,,1,5,1.42222,Gaddhang,Dungog,7-17 Chapman Street Dungog 2420,Dungog,Jul-17,Chapman Street,dungog public school,Buildings B00B-B00D and B00K,1792.0,49519.0,dungog public school,9 Chapman St,Dungog ,2420.0,-32.405233,151.757709
5064350,Glen William Public School - Significant Trees,Built,,1,5,0.8115,Gaddhang,Glen William,717 Glen William Road Glen William 2321,Dungog,717,Glen William Road,glen william public school,Significant Trees,2020.0,49172.0,glen william public school,Glen William & Dungog Rds,Clarence Town ,2321.0,-32.525391,151.79794
5064351,Gresford Public School - Buildings B00A and B00E,Built,,1,5,1.126,Gaddhang,Gresford,151 Durham Road Gresford 2311,Dungog,151,Durham Road,gresford public school,Buildings B00A and B00E,2083.0,49931.0,gresford public school,Durham Rd,Gresford ,2311.0,-32.427628,151.538335
5064352,Dungog Public School - North,Complex / Group,Education,1,6,0.324,Gaddhang,Dungog,7-17 Chapman Street Dungog 2420,Dungog,Jul-17,Chapman Street,dungog public school,North,1792.0,49519.0,dungog public school,9 Chapman St,Dungog ,2420.0,-32.405233,151.757709
5064353,Dungog Public School - South,Complex / Group,Education,1,6,0.6819,Gaddhang,Dungog,7-17 Chapman Street Dungog 2420,Dungog,Jul-17,Chapman Street,dungog public school,South,1792.0,49519.0,dungog public school,9 Chapman St,Dungog ,2420.0,-32.405233,151.757709
5064354,Dungog Public School - Playing Fields,Complex / Group,Education,1,6,0.47734,Gaddhang,Dungog,8 Chapman Street Dungog 2420,Dungog,8,Chapman Street,dungog public school,Playing Fields,1792.0,49519.0,dungog public school,9 Chapman St,Dungog ,2420.0,-32.405233,151.757709
5064355,Paterson Public School - Residence,Complex / Group,Education,1,6,0.8092,Gaddhang,Paterson,4 Church Street Paterson 2421,Dungog,4,Church Street,paterson public school,Residence,2844.0,49521.0,paterson public school,Webbers Creek Rd,Paterson ,2421.0,-32.602294,151.612319
5064356,Bodalla Public School - Former - Buildings B00G and B00H,Built,,1,5,2.02,Dhurga,Bodalla,7 Eurobodalla Road Bodalla 2545,Eurobodalla,7,Eurobodalla Road,bodalla public school,Former,1272.0,50175.0,bodalla public school,Potato Point Rd,Bodalla ,2545.0,-36.09938,150.053879
5064357,"Central Tilba Public School - Buildings B00A, B00B and B00D",Built,,1,5,0.8094,Dhurga,Central Tilba,89 Corkhill Drive Central Tilba 2546,Eurobodalla,89,Corkhill Drive,central tilba public school,"Buildings B00A, B00B and B00D",3214.0,50176.0,central tilba public school,89 Corkhill Drive,Central Tilba ,2546.0,-36.315664,150.07194
5064358,Mogo Public School - Buildings B00A and B00B,Built,,1,5,0.8094,Dhurga,Mogo,64-72 Sydney Road Mogo 2536,Eurobodalla,64-72,Sydney Road,mogo public school,Buildings B00A and B00B,2586.0,50058.0,mogo public school,Princes Hwy,Mogo ,2536.0,-35.786091,150.140569
5064359,Moruya Public School - Buildings B00A-B00C and B00J,Built,,1,5,2.387,Dhurga,Moruya,16 Evans Street Moruya 2537,Eurobodalla,16,Evans Street,moruya public school,Buildings B00A-B00C and B00J,2628.0,50061.0,moruya public school,22 Evans St,Moruya ,2537.0,-35.912616,150.076453
5064360,Narooma Public School - Building B00B,Built,,1,5,0.283,Dhurga,Narooma,19 Montague Street Narooma 2546,Eurobodalla,19,Montague Street,narooma public school,Building B00B,2758.0,50177.0,narooma public school,7 Montague St,Narooma ,2546.0,-36.218595,150.137335
5064361,Narooma Public School - Building B00F,Built,,1,5,1.336,Dhurga,Narooma,11 Montague Street Narooma 2546,Eurobodalla,11,Montague Street,narooma public school,Building B00F,2758.0,50177.0,narooma public school,7 Montague St,Narooma ,2546.0,-36.218595,150.137335
5064362,"Bossley Park Public School - Buildings B00E, B00K and B00L",Built,,1,5,2.023,Eora,Bossley Park,68 Bossley Road Bossley Park 2176,Fairfield,68,Bossley Road,bossley park public school,"Buildings B00E, B00K and B00L",1321.0,48551.0,bossley park public school,Marconi Rd,Bossley Park ,2176.0,-33.858524,150.883076
5064363,Cabramatta Public School - Building B00D,Built,,1,5,0.8083,Eora,Cabramatta,72 Cabramatta Road Cabramatta 2166,Fairfield,72,Cabramatta Road,cabramatta public school,Building B00D,1472.0,48163.0,cabramatta public school,Levuka St,Cabramatta ,2166.0,-33.895823,150.942629
5064364,Fairfield Public School - Buildings B002 and B009,Built,,1,5,2.30262,Eora,Fairfield,68-82 Smart Street Fairfield 2165,Fairfield,68-82,Smart Street,fairfield public school,Buildings B002 and B009,1895.0,48157.0,fairfield public school,68-82 Smart St,Fairfield ,2165.0,-33.866847,150.955409
5064365,Canley Vale Tutorial Centre - Building B00S,Built,,1,5,0.454,Dharug,Canley Vale,94 Canley Vale Road Canley Vale 2166,Fairfield,94,Canley Vale Road,canley vale tutorial centre,Building B00S,,,,,,,,
5066541,Fairvale High School - Building B00G,Built,,0,6,5.392,Eora,Fairfield West,1 Thorney Road Fairfield West 2165,Fairfield,1,Thorney Road,fairvale high school,Building B00G,8456.0,46468.0,fairvale high school,Thorney Rd & Maude St,Fairfield West ,2165.0,-33.873614,150.929459
5064366,"Tooraweenah Public School - Buildings B00A, B00C, B00D, B00H and B00J",Built,,1,5,0.4047,Wiradjuri,Tooraweenah,410 John Renshaw Parkway Tooraweenah 2831,Gilgandra,410,John Renshaw Parkway,tooraweenah public school,"Buildings B00A, B00C, B00D, B00H and B00J",3242.0,51055.0,tooraweenah public school,Bridge St,Tooraweenah ,2831.0,-31.434763,148.912216
5064367,Deepwater Public School - Building B00K,Built,,1,5,0.8644,Gumbainggar,Deepwater,15-25 Young Street Deepwater 2371,Glen Innes Severn,15-25,Young Street,deepwater public school,Building B00K,1742.0,49423.0,deepwater public school,Young St,Deepwater ,2371.0,-29.442908,151.848086
5064369,"Glen Innes Public School - Buildings B00A, B00B, B00G-B00J",Built,,1,5,1.416,Gumbainggar,Glen Innes,170 Church Street Glen Innes 2370,Glen Innes Severn,170,Church Street,glen innes public school,"Buildings B00A, B00B, B00G-B00J",2005.0,49420.0,glen innes public school,Church St,Glen Innes ,2370.0,-29.735142,151.740989
5064370,Glen Innes Public School - Building B00D,Built,,1,5,1.416,Gumbainggar,Glen Innes,170 Church Street Glen Innes 2370,Glen Innes Severn,170,Church Street,glen innes public school,Building B00D,2005.0,49420.0,glen innes public school,Church St,Glen Innes ,2370.0,-29.735142,151.740989
5064371,Glen Innes Public School - Building B00C,Built,,1,5,0.3693,Gumbainggar,Glen Innes,170 Church Street Glen Innes 2370,Glen Innes Severn,170,Church Street,glen innes public school,Building B00C,2005.0,49420.0,glen innes public school,Church St,Glen Innes ,2370.0,-29.735142,151.740989
5064372,Glen Innes West Public School - Building B00A,Built,,1,5,1.3706,Gumbainggar,Glen Innes,33 Coronation Avenue Glen Innes 2370,Glen Innes Severn,33,Coronation Avenue,glen innes west public school,Building B00A,,,,,,,,
5064373,"Glen Innes High School - Buildings B00A-B00F, Landscape and War Memorial",Built,,1,5,1.881,Gumbainggar,Glen Innes,21 Edward Street Glen Innes 2370,Glen Innes Severn,21,Edward Street,glen innes high school,"Buildings B00A-B00F, Landscape and War Memorial",8114.0,49419.0,glen innes high school,Edwards St,Glen Innes ,2370.0,-29.744294,151.742487
5064374,Barrington Public School - Building B00A,Built,,1,5,0.8096,Birpai,Barrington,Kenmore Street Barrington 2422,Gloucester,,Kenmore Street,barrington public school,Building B00A,1143.0,49523.0,barrington public school,1 Kenmore St,Barrington ,2422.0,-31.971159,151.911058
5064375,Gloucester Public School - Building B00B,Built,,1,5,1.671,Birpai,Gloucester,Elliot Street Gloucester 2422,Gloucester,,Elliot Street,gloucester public school,Building B00B,7303.0,49525.0,gloucester public school,51 Hume St,Gloucester ,2422.0,-32.010211,151.961099
5064376,Woodport Public School - Buildings B00C and B00E,Built,,1,5,1.482,Guringai,Erina,144 The Entrance Road Erina 2250,Gosford,144,The Entrance Road,woodport public school,Buildings B00C and B00E,1857.0,48676.0,woodport public school,The Entrance Rd,Erina ,2250.0,-33.439347,151.37849
5064377,Erina Heights Public School - Building B00C,Built,,1,5,2.043,Guringai,Erina Heights,2 Serpentine Road Erina Heights 2260,Gosford,2,Serpentine Road,erina heights public school,Building B00C,1856.0,48674.0,erina heights public school,Serpentine Rd,Erina Heights ,2260.0,-33.428028,151.413585
5064378,Girrakool School - Curtilage,Built,,1,5,,Guringai,Kariong,3 Central Coast Highway Kariong 2250,Gosford,3,Central Coast Highway,girrakool school,Curtilage,5456.0,56188.0,girrakool school,c/o Frank Baxter YJC The Avenue,Kariong,2250.0,-33.4237,151.296
5064379,Peats Ridge Public School - Buildings B00C-B00F,Built,,1,5,1.19,Guringai,Peats Ridge,1231 Peats Ridge Road Peats Ridge 2250,Gosford,1231,Peats Ridge Road,peats ridge public school,Buildings B00C-B00F,2852.0,48686.0,peats ridge public school,1231 Peats Ridge Road,PEATS RIDGE,2250.0,-33.325841,151.23275
5064380,Somersby Public School - Buildings B00A and B00B and Grounds,Built,,1,5,2.764,Guringai,Somersby,840 Wisemans Ferry Road Somersby 2250,Gosford,840,Wisemans Ferry Road,somersby public school,Buildings B00A and B00B and Grounds,3078.0,48688.0,somersby public school,Wisemans Ferry Rd,Gosford ,2250.0,-33.358368,151.291312
5064381,Kariong Mountains High School,Complex / Group,Education,3,6,3.854,Darkinjung,Kariong,10 Festival Drive Kariong 2250,Gosford,10,Festival Drive,kariong mountains high school,,8292.0,68626.0,kariong mountains high school,Festival Drive,Kariong,2250.0,-33.43039,151.296076
5064382,South Goulburn Public School - Building B00C,Built,,1,5,0.4047,Gandangara,Goulburn,2 Addison Street Goulburn 2580,Goulburn Mulwaree,2,Addison Street,south goulburn public school,Building B00C,,,,,,,,
5064383,Goulburn Public School - Building B00A,Built,,1,5,2.318,Gandangara,Goulburn,196 Bourke Street Goulburn 2580,Goulburn Mulwaree,196,Bourke Street,goulburn public school,Building B00A,2053.0,50257.0,goulburn public school,204 Bourke Street,Goulburn ,2580.0,-34.750563,149.717773
5064384,Goulburn High School - Building B00M,Built,,1,5,3.035,Birpai,Goulburn,132 Goldsmith Street Goulburn 2580,Goulburn Mulwaree,132,Goldsmith Street,goulburn high school,Building B00M,8116.0,50255.0,goulburn high school,Goldsmith St,Goulburn ,2580.0,-34.746861,149.711241
5064385,Goulburn North Public School - Building B00D,Built,,1,5,2.263,Gandangara,Goulburn,1A Union Street Goulburn 2580,Goulburn Mulwaree,1A,Union Street,goulburn north public school,Building B00D,2055.0,50256.0,goulburn north public school,Union St,Goulburn North ,2580.0,-34.744579,149.735043
5064386,Marulan Public School - Building B00D,Built,,1,5,0.3593,Gandangara,Marulan,61 George Street Marulan 2579,Goulburn Mulwaree,61,George Street,marulan public school,Building B00D,2496.0,50260.0,marulan public school,63 George St,Marulan ,2579.0,-34.713399,150.006603
5064387,Tallong Public School - Building B00A,Built,,1,5,0.8094,Gandangara,Tallong,80 Bumballa Street Tallong 2579,Goulburn Mulwaree,80,Bumballa Street,tallong public school,Building B00A,3154.0,50265.0,tallong public school,Bumballa St,TALLONG,2579.0,-34.721496,150.083341
5064388,Tirranna Public School - Building B00A,Built,,1,5,0.8094,Gandangara,Tirrannaville,4986 Braidwood Road Tirrannaville 2580,Goulburn Mulwaree,4986,Braidwood Road,tirranna public school,Building B00A,3222.0,50268.0,tirranna public school,Goulburn-Braidwood Rd,Goulburn ,2580.0,-34.821486,149.682068
5064389,South Goulburn Public School,Complex / Group,Education,1,6,1.76809,Gandangara,Goulburn,2 Addison Street Goulburn 2580,Goulburn Mulwaree,2,Addison Street,south goulburn public school,,,,,,,,,
5064390,Goulburn Public School,Complex / Group,Education,1,6,2.318,Gandangara,Goulburn,196 Bourke Street Goulburn 2580,Goulburn Mulwaree,196,Bourke Street,goulburn public school,,2053.0,50257.0,goulburn public school,204 Bourke Street,Goulburn ,2580.0,-34.750563,149.717773
5064391,Goulburn High School,Complex / Group,Education,1,6,3.035,Gandangara,Goulburn,132 Goldsmith Street Goulburn 2580,Goulburn Mulwaree,132,Goldsmith Street,goulburn high school,,8116.0,50255.0,goulburn high school,Goldsmith St,Goulburn ,2580.0,-34.746861,149.711241
5064392,Goulburn North Public School,Complex / Group,Education,1,6,2.263,Gandangara,Goulburn,1A Union Street Goulburn 2580,Goulburn Mulwaree,1A,Union Street,goulburn north public school,,2055.0,50256.0,goulburn north public school,Union St,Goulburn North ,2580.0,-34.744579,149.735043
5064393,Stroud Public School - Building B00B and Residence,Built,,1,5,2.9369,Birpai,Stroud,13-19 Erin Street Stroud 2425,Great Lakes,13-19,Erin Street,stroud public school,Building B00B and Residence,3125.0,49533.0,stroud public school,15-19 Erin St,STROUD,2425.0,-32.402533,151.964239
5064394,Nabiac Public School,Complex / Group,Education,1,6,1.18944,Birpai,Nabiac,Clarkson Street Nabiac 2312,Great Lakes,,Clarkson Street,nabiac public school,,2695.0,49606.0,nabiac public school,56 Clarkson St,NABIAC,2312.0,-32.097544,152.381902
5064395,Stroud Public School,Complex / Group,Education,1,6,0.6778,Birpai,Stroud,21 Erin Street Stroud 2425,Great Lakes,21,Erin Street,stroud public school,,3125.0,49533.0,stroud public school,15-19 Erin St,STROUD,2425.0,-32.402533,151.964239
5066091,Nabiac Public School - Buildings B00A and B00B,Built,,1,5,0.8094,Birpai,Nabiac,Clarkson Street Nabiac 2312,Great Lakes,,Clarkson Street,nabiac public school,Buildings B00A and B00B,2695.0,49606.0,nabiac public school,56 Clarkson St,NABIAC,2312.0,-32.097544,152.381902
5066476,Booral Public School - Buildings B00A and B00D,Built,,1,5,0.1012,Birpai,Booral,2300 The Bucketts Way Booral 2425,Great Lakes,2300,The Bucketts Way,booral public school,Buildings B00A and B00D,1311.0,49532.0,booral public school,2800 Bucketts Way,Booral ,2425.0,-32.471428,151.960736
5066477,Stroud Road Public School - Buildings B00A and B00B,Built,,1,5,0.8094,Birpai,Stroud Road,733 The Bucketts Way Stroud Road 2415,Great Lakes,733,The Bucketts Way,stroud road public school,Buildings B00A and B00B,3126.0,49516.0,stroud road public school,Bucketts Way,Stroud Road ,2415.0,-32.347986,151.932369
5066479,Bungwahl Public School - Building B00A,Built,,1,5,1.6355,Birpai,Bungwahl,56 Seal Rocks Road Bungwahl 2423,Great Lakes,56,Seal Rocks Road,bungwahl public school,Building B00A,1424.0,49529.0,bungwahl public school,56 Seal Rocks Road,BUNGWAHL,2423.0,-32.389144,152.448558
5064396,Bobin Public School - Building B00A,Built,,1,5,2.2701,Birpai,Bobin,2512 Bulga Road Bobin 2429,Greater Taree,2512,Bulga Road,bobin public school,Building B00A,1269.0,49539.0,bobin public school,Bulga Rd,Bobin ,2429.0,-31.712682,152.28388
5064398,Coopernook Public School - Buildings B00A-B00D,Built,,1,5,3.1764,Birpai,Coopernook,Macquarie Street Coopernook 2426,Greater Taree,,Macquarie Street,coopernook public school,Buildings B00A-B00D,1632.0,49534.0,coopernook public school,61 Macquarie St,Coopernook ,2426.0,-31.827512,152.607874
5064399,Coopernook Public School - Building B00H and B00I,Built,,1,5,3.1764,Birpai,Coopernook,Macquarie Street Coopernook 2426,Greater Taree,,Macquarie Street,coopernook public school,Building B00H and B00I,1632.0,49534.0,coopernook public school,61 Macquarie St,Coopernook ,2426.0,-31.827512,152.607874
5064400,Cundletown Public School - Building B00B,Built,,1,5,1.69953,Birpai,Cundletown,High Street Cundletown 2430,Greater Taree,,High Street,cundletown public school,Building B00B,1708.0,57412.0,cundletown public school,63d High St,CUNDLETOWN,2430.0,-31.899733,152.522008
5064401,Harrington Public School - Significant Trees,Landscape,,1,5,0.8094,Birpai,Harrington,37 High Street Harrington 2427,Greater Taree,37,High Street,harrington public school,Significant Trees,2139.0,49536.0,harrington public school,High St,Harrington ,2427.0,-31.870234,152.688803
5064402,Krambach Public School - Building B00B,Built,,1,5,0.8094,Birpai,Krambach,The Bucketts Way Krambach 2429,Greater Taree,,The Bucketts Way,krambach public school,Building B00B,2333.0,49542.0,krambach public school,3838 Bucketts Way,Krambach ,2429.0,-32.046146,152.272293
5064403,Taree High School - Building B00H,Built,,1,5,2.51944,Birpai,Taree,8 Albert Street Taree 2430,Greater Taree,8,Albert Street,taree high school,Building B00H,8140.0,46430.0,taree high school,Albert St,Taree ,2430.0,-31.909866,152.46386
5064404,Taree High School - Building B00A,Built,,1,5,2.51944,Birpai,Taree,8 Albert Street Taree 2430,Greater Taree,8,Albert Street,taree high school,Building B00A,8140.0,46430.0,taree high school,Albert St,Taree ,2430.0,-31.909866,152.46386
5064405,Taree Public School - Building B00B,Built,,1,5,1.082,Birpai,Taree,10 Albert Street Taree 2430,Greater Taree,10,Albert Street,taree public school,Building B00B,3167.0,49554.0,taree public school,Albert St,Taree ,2430.0,-31.910904,152.462158
5064406,Taree Public School - Building B00A,Built,,1,5,1.082,Birpai,Taree,10 Albert Street Taree 2430,Greater Taree,10,Albert Street,taree public school,Building B00A,3167.0,49554.0,taree public school,Albert St,Taree ,2430.0,-31.910904,152.462158
5064407,Tinonee Public School - Building B00I,Built,,1,5,0.8094,Birpai,Tinonee,Hutchinson Street Tinonee 2430,Greater Taree,,Hutchinson Street,tinonee public school,Building B00I,3219.0,49556.0,tinonee public school,2 Manchester St,TINONEE,2430.0,-31.932855,152.413577
5064408,Tinonee Public School - Building B00B,Built,,1,5,0.8094,Birpai,Tinonee,Hutchinson Street Tinonee 2430,Greater Taree,,Hutchinson Street,tinonee public school,Building B00B,3219.0,49556.0,tinonee public school,2 Manchester St,TINONEE,2430.0,-31.932855,152.413577
5064409,"Wingham Brush Public School - Buildings B00A-B00E, B00G, B00H and B00K",Built,,1,5,2.5984,Birpai,Wingham,4 Isabella Street Wingham 2429,Greater Taree,4,Isabella Street,wingham brush public school,"Buildings B00A-B00E, B00G, B00H and B00K",4575.0,54953.0,wingham brush public school,Isabella Street,WINGHAM,2429.0,-31.87024,152.376982
5064411,Taree High School,Complex / Group,Education,1,6,0.3793,Birpai,Taree,8 Albert Street Taree 2430,Greater Taree,8,Albert Street,taree high school,,8140.0,46430.0,taree high school,Albert St,Taree ,2430.0,-31.909866,152.46386
5064413,Taree Public School,Complex / Group,Education,1,6,1.082,Birpai,Taree,10 Albert Street Taree 2430,Greater Taree,10,Albert Street,taree public school,,3167.0,49554.0,taree public school,Albert St,Taree ,2430.0,-31.910904,152.462158
5064414,Tinonee Public School,Complex / Group,Education,1,6,0.44,Birpai,Tinonee,Hutchinson Street Tinonee 2430,Greater Taree,,Hutchinson Street,tinonee public school,,3219.0,49556.0,tinonee public school,2 Manchester St,TINONEE,2430.0,-31.932855,152.413577
5064415,Wingham Brush Public School,Complex / Group,Education,1,6,2.5984,Birpai,Wingham,4 Isabella Street Wingham 2429,Greater Taree,4,Isabella Street,wingham brush public school,,4575.0,54953.0,wingham brush public school,Isabella Street,WINGHAM,2429.0,-31.87024,152.376982
5064416,Beelbangera Public School - Buildings B00A and B00B,Built,,1,5,3.068,Wiradjuri,Beelbangera,505 Rankins Springs Road Beelbangera 2680,Griffith,505,Rankins Springs Road,beelbangera public school,Buildings B00A and B00B,1167.0,50539.0,beelbangera public school,Rankins Springs Rd,Beelbangera ,2680.0,-34.252836,146.101067
5064417,Griffith High School - Building B00A,Built,,1,5,8.388,Wiradjuri,Griffith,88 Coolah Street Griffith 2680,Griffith,88,Coolah Street,griffith high school,Building B00A,,,,,,,,
5064418,Ben Lomond Public School - Building B00A and B00E and Significant Trees,Built,,1,5,0.804,Ngiyampaa,Ben Lomond,Inn Road Ben Lomond 2365,Guyra,,Inn Road,ben lomond public school,Building B00A and B00E and Significant Trees,1196.0,49414.0,ben lomond public school,Inn Rd,Ben Lomond ,2365.0,-30.017024,151.661287
5064419,Black Mountain Public School - Buildings B00A and B00F,Built,,1,5,0.8094,Gamilaroi,Black Mountain,815 Black Mountains Road Black Mountain 2365,Guyra,815,Black Mountains Road,black mountain public school,Buildings B00A and B00F,1249.0,49415.0,black mountain public school,815 Black Mountain Rd,Black Mountain ,2365.0,-30.308489,151.657688
5064420,"Tingha Public School - Buildings B00A-B00C, B00E, B00H, B00I, B00K and Residence",Built,,1,5,2.691,Gamilaroi,Tingha,52-60 Ruby Street Tingha 2369,Guyra,52-60,Ruby Street,tingha public school,"Buildings B00A-B00C, B00E, B00H, B00I, B00K and Residence",3218.0,49418.0,tingha public school,54 Ruby St,Tingha ,2369.0,-29.959145,151.213606
5065999,Warialda Public School - Buildings B00A-B00E,Built,,1,5,2.27563,Gamilaroi,Warialda,27-35 Hope Street Warialda 2402,Gwydir,27-35,Hope Street,warialda public school,Buildings B00A-B00E,3382.0,49505.0,warialda public school,Hope St,Warialda ,2402.0,-29.541831,150.573638
5064421,Jugiong Public School - Buildings B00A and B00E,Built,,1,5,1.089,Ngunawal,Jugiong,Stapylton Street Jugiong 2726,Harden,,Stapylton Street,jugiong public school,Buildings B00A and B00E,2245.0,50663.0,jugiong public school,Flyde St,Jugiong,2726.0,-34.820203,148.335447
5064422,"Murrumburrah Public School - Buildings B00A, B00B and B00D",Built,,1,5,4.6608,Ngunawal,Murrumburrah,Albury Street Murrumburrah 2587,Harden,,Albury Street,murrumburrah public school,"Buildings B00A, B00B and B00D",2685.0,50286.0,murrumburrah public school,Albury Street,MURRUMBURRAH,2587.0,-34.550826,148.359862
5064423,Wombat Public School - Building B00C and Well,Built,,1,5,0.3616,Ngunawal,Wombat,46 Rose Street Wombat 2587,Harden,46,Rose Street,wombat public school,Building B00C and Well,3482.0,50287.0,wombat public school,Rose St,Wombat ,2587.0,-34.426627,148.245202
5064424,Kurrajong North Public School - Building B00A,Built,,1,5,1.2242,Dharug,Kurrajong Heights,1 Stone Terrace Kurrajong Heights 2758,Hawkesbury,1,Stone Terrace,kurrajong north public school,Building B00A,2344.0,50766.0,kurrajong north public school,Stone Terrace,KURRAJONG HILLS,2758.0,-33.541815,150.639446
5064425,Pitt Town Public School - Buildings B00A and B00D,Built,,1,5,1.616,Dharug,Pitt Town,17 Buckingham Street Pitt Town 2756,Hawkesbury,17,Buckingham Street,pitt town public school,Buildings B00A and B00D,2884.0,50749.0,pitt town public school,Buckingham St,Pitt Town ,2756.0,-33.583887,150.859638
5064427,Richmond Public School - Buildings B00A and B00D and Period Gates,Built,,1,5,1.037,Dharug,Richmond,115 Windsor Street Richmond 2753,Hawkesbury,115,Windsor Street,richmond public school,Buildings B00A and B00D and Period Gates,3999.0,50732.0,richmond public school,115 WINDSOR STREET,RICHMOND,2753.0,-33.598937,150.757514
5064428,"Windsor Public School - Buildings B00A, B00B and B00D-B00G",Built,,1,5,1.0234,Dharug,Windsor,2 Dight Street Windsor 2756,Hawkesbury,2,Dight Street,windsor public school,"Buildings B00A, B00B and B00D-B00G",3459.0,50755.0,windsor public school,Dight St,Windsor ,2756.0,-33.610366,150.816413
5064429,Longneck Lagoon Environmental Education Centre,Landscape,,3,6,,Dharug,Scheyville,113 Scheyville Road Scheyville 2756,Hawkesbury,113,Scheyville Road,longneck lagoon environmental education centre,,5690.0,64085.0,longneck lagoon environmental education centre,Whitmore Rd,Maraylya ,2765.0,-33.576219,150.892806
5066542,Richmond High School - Building B008,Built,,0,6,10.0071,Eora,Richmond,140 Lennox Street Richmond 2753,Hawkesbury,140,Lennox Street,richmond high school,Building B008,8178.0,50730.0,richmond high school,Lennox St,Richmond ,2753.0,-33.600535,150.746715
5064430,Parramatta West Public School - Building B00F,Built,,1,5,1.4061,Eora,Parramatta,Railway Street Parramatta 2150,Holroyd,,Railway Street,parramatta west public school,Building B00F,2843.0,47846.0,parramatta west public school,Auburn & Young Sts,Parramatta ,2150.0,-33.824472,150.990968
5064431,Ringrose Public School - Significant Trees,Built,,1,5,3.144,Eora,Greystanes,18-36 Ringrose Avenue Greystanes 2145,Holroyd,18-36,Ringrose Avenue,ringrose public school,Significant Trees,4312.0,47811.0,ringrose public school,Ringrose Ave,Greystanes ,2145.0,-33.820181,150.959399
5064432,Guildford Public School - Building B00E,Built,,1,5,2.35124,Eora,Guildford,1A Apia Street Guildford 2161,Holroyd,1A,Apia Street,guildford public school,Building B00E,2093.0,54952.0,guildford public school,Apia St,Guildford ,2161.0,-33.855821,150.981983
5064434,"Merrylands Public School - Buildings B00A, B00C, B00D, B00G, B00I and B00J",Built,,1,5,1.66609,Eora,Merrylands,68 Fowler Road Merrylands 2160,Holroyd,68,Fowler Road,merrylands public school,"Buildings B00A, B00C, B00D, B00G, B00I and B00J",2531.0,57451.0,merrylands public school,Fowler Rd,Merrylands ,2160.0,-33.840516,150.976047
5064435,Merrylands East Public School - Building B00A,Built,,1,5,0.836,Eora,Merrylands,7 Myee Street Merrylands 2160,Holroyd,7,Myee Street,merrylands east public school,Building B00A,5126.0,48140.0,merrylands east public school,Myee St,Merrylands ,2160.0,-33.841954,150.98929
5064436,"Westmead Public School - Buildings B00A, B00F and B00I",Built,,1,5,2.821,Eora,Westmead,150 Hawkesbury Road Westmead 2145,Holroyd,150,Hawkesbury Road,westmead public school,"Buildings B00A, B00F and B00I",3883.0,47814.0,westmead public school,Hawkesbury Rd,Westmead,2145.0,-33.810171,150.985291
5064437,Arcadia Public School - Building B00A,Built,,1,5,2.3199,Guringai,Arcadia,140 Arcadia Road Arcadia 2159,Hornsby,140,Arcadia Road,arcadia public school,Building B00A,1048.0,57392.0,arcadia public school,140 Arcadia Road,ARCADIA,2159.0,-33.623487,151.051031
5064438,Beecroft Public School - Building B00A,Built,,1,5,1.83792,Guringai,Beecroft,90-96 Beecroft Road Beecroft 2119,Hornsby,90-96,Beecroft Road,beecroft public school,Building B00A,1166.0,47758.0,beecroft public school,98 Beecroft Rd,Beecroft ,2119.0,-33.752085,151.06462
5064439,"Brooklyn Public School - Building B00A,  Landscape and Significant Trees",Built,,1,5,1.37379,Guringai,Brooklyn,106 Brooklyn Road Brooklyn 2083,Hornsby,106,Brooklyn Road,brooklyn public school,"Building B00A,  Landscape and Significant Trees",1377.0,48694.0,brooklyn public school,106 Brooklyn Rd,Brooklyn ,2083.0,-33.548414,151.214992
5064440,Epping West Public School - Building B00A,Built,,1,5,2.9666,Guringai,Epping,96-104 Carlingford Road Epping,Hornsby,96-104,Carlingford Road,epping west public school,Building B00A,1851.0,47769.0,epping west public school,96 Carlingford Rd,EPPING,2121.0,-33.772789,151.068048
5064442,Epping Public School - Building B00A,Built,,1,5,1.8962,Guringai,Epping,27-33 Pembroke Street Epping 2121,Hornsby,27-33,Pembroke Street,epping public school,Building B00A,1850.0,44925.0,epping public school,2-16 Norfolk Road,EPPING,2121.0,-33.770727,151.087878
