School_code,AgeID,SchoolName,Street,Town_suburb,Postcode,Latitude,Longitude
2820,48705,Ourimbah Public School,121 Pacific Hwy,Ourimbah ,2258,-33.354916,151.368168
2844,49521,Paterson Public School,Webbers Creek Rd,Paterson ,2421,-32.602294,151.612319
2846,49296,Paxton Public School,20 Anderson Ave,Paxton ,2325,-32.900993,151.284621
1857,48676,Woodport Public School,The Entrance Rd,Erina ,2250,-33.439347,151.37849
2855,49305,Pelaw Main Public School,Abermain St,Pelaw Main ,2327,-32.831923,151.484743
1864,48703,Ettalong Public School,Karingi St,Ettalong Beach ,2257,-33.513539,151.332702
1904,48969,Fassifern Public School,9 Miller Road,FASSIFERN,2283,-32.983398,151.582769
1974,49329,Sandy Hollow Public School,1581 Golden Highway,Sandy Hollow,2333,-32.336471,150.569007
3035,49125,Salt Ash Public School,4 Salt Ash Avenue,SALT ASH,2318,-32.787841,151.903848
3048,49205,Seaham Public School,Still St,Seaham ,2324,-32.662095,151.729362
3065,49152,Shortland Public School,Sandgate Rd,Shortland ,2307,-32.881435,151.695063
3070,49323,Singleton Public School,8 HUNTER STREET,SINGLETON,2330,-32.563135,151.171752
