School_code,AgeID,SchoolName,Street,Town_suburb,Postcode,Latitude,Longitude
8139,49353,Tamworth High School,Willis St,South Tamworth,2340,-31.105768,150.916936
3336,50630,Wakool Burraboi Public School,49 Flinders St,Wakool,2710,-35.46632,144.393127
8358,49427,Tenterfield High School,89 High Street,TENTERFIELD,2372,-29.053727,152.016829
1712,49484,Curlewis Public School,Goran St,Curlewis ,2381,-31.117149,150.263304
1714,49361,Currabubula Public School,Bolton St,Currabubula ,2342,-31.262787,150.735709
1238,50523,Binya Public School,16 Stephensons Rd,Binya,2665,-34.228678,146.353034
1354,50295,Bribbaree Public School,Weedallion St,Bribbaree ,2594,-34.12042,147.874699
3438,50618,Whitton-Murrami Public School,Melbergen St,Whitton ,2705,-34.518934,146.181248
3482,50287,Wombat Public School,Rose St,Wombat ,2587,-34.426627,148.245202
1387,56180,Brungle Public School,2 Brungle School Rd,Brungle ,2722,-35.156755,148.233572
1624,50552,Coolamon Central School,75 Methul St,Coolamon ,2701,-34.811904,147.201398
1659,50466,Corowa South Public School,158 Hume St,Corowa ,2646,-36.020988,146.376176
3536,50555,Yanco Public School,Main Ave,Yanco ,2703,-34.597911,146.411211
1698,50514,Culcairn Public School,CULCAIRN PUBLIC SCHOOL 43 BALFOUR STREET,CULCAIRN,2660,-35.668284,147.039992
3556,50458,Yerong Creek Public School,Cole St,Yerong Creek ,2642,-35.386787,147.060987
2035,50496,Goolgowi Public School,Penney St,Goolgowi,2652,-33.97571,145.709221
2070,51024,Greenethorpe Public School,Main St,Greenethorpe ,2809,-33.997714,148.400139
3922,50440,Albury North Public School,868 Mate St,Albury ,2640,-36.064177,146.932402
2102,50657,Gundagai Public School,William St,Gundagai ,2722,-35.052146,148.109174
3945,50639,Finley Public School,Coree St,Finley ,2713,-35.639399,145.574959
4027,50542,Griffith North Public School,Boonah St,Griffith ,2680,-34.279922,146.047903
4112,50625,Deniliquin South Public School,Sloane St,Deniliquin ,2710,-35.537609,144.955826
4131,50299,Young North Public School,William St,Young ,2594,-34.311036,148.305408
4144,50489,Turvey Park Public School,31 Halloran Street,Wagga Wagga ,2650,-35.129059,147.357531
4168,50447,Lavington East Public School,518 Daly Street,Lavington,2641,-36.039323,146.948942
2103,50660,Gundagai South Public School,Luke St,SOUTH GUNDAGAI,2722,-35.080802,148.103086
4209,50526,Temora West Public School,Truskett St,Temora ,2666,-34.451303,147.523536
4215,50485,Mount Austin Public School,Bourke St,Mount Austin ,2650,-35.135621,147.35123
2132,50544,Hanwood Public School,School St,Hanwood ,2680,-34.329726,146.04237
4270,50455,Khancoban Public School,21 Mitchell Ave,Khancoban ,2642,-36.21405,148.131142
4281,50624,Deniliquin North Public School,Victoria St,Deniliquin ,2710,-35.525164,144.981664
4348,50620,Coleambally Central School,Kingfisher Ave,Coleambally,2707,-34.804177,145.884407
4374,50648,Talbingo Public School,Lampe St,Talbingo ,2720,-35.580023,148.300454
2154,56236,Henty Public School,Sladen St,Henty ,2658,-35.517474,147.031248
4383,50292,E A Southee Public School,Poole St,Cootamundra,2590,-34.64182,148.014878
4407,50446,Hume Public School,Parklands Cres,Lavington ,2641,-36.050352,146.947268
2165,46478,Hillston Central School,62-80 Moore St,Hillston ,2675,-33.479904,145.54026
4413,50560,Parkview Public School,Park Ave,Leeton ,2705,-34.561818,146.395819
4418,50626,Edward Public School,Butler St,Deniliquin,2710,-35.524356,144.950562
2247,50518,Junee Public School,116 Lorne St,Junee,2663,-34.873488,147.584901
4457,50486,Sturt Public School,70 White Avenue,Wagga Wagga,2650,-35.13608,147.377439
4468,50443,Glenroy Public School,Logan Rd,NORTH ALBURY,2640,-36.05459,146.917314
4523,50450,Springdale Heights Public School,25 Cardo Drive,Lavington ,2641,-36.031932,146.949684
4565,56205,Clare Public School,Booligal Road,Clare,2715,-33.40137552,143.9444198
5550,56294,Willans Hill School,Lord Baden Powell Drive,Wagga Wagga ,2650,-35.126266,147.369416
2248,50517,Junee North Public School,Queen St,Junee ,2663,-34.855049,147.585376
5674,50647,Snowy Valleys School,92 Capper Street,Tumut,2720,-35.30328726,148.2210355
2353,50499,Ladysmith Public School,Tywong St,Ladysmith ,2652,-35.208549,147.510963
5730,50616,Gralee School,76A Yanco Avenue,Leeton,2705,-34.563497,146.412229
5744,56221,Kandeer School,412 Fallon St,NORTH ALBURY,2640,-36.062278,146.927949
5758,65674,The Bidgee School,21 Mitchelmore St,Wagga Wagga ,2650,-35.124587,147.364173
8101,50438,Albury High School,Kiewa St,Albury ,2640,-36.072846,146.915442
8118,46477,Murrumbidgee Regional High School - Griffith,Coolah St,Griffith ,2680,-34.292249,146.039628
8119,50634,Hay War Memorial High School,Pine St,Hay ,2711,-34.504747,144.839262
2378,50448,Lavington Public School,497 Hague St,Lavington ,2641,-36.037411,146.928265
2386,50558,Leeton Public School,Mallee St,Leeton,2705,-34.546126,146.407232
2485,50501,Marrar Public School,Centenary Drive,Marrar ,2652,-34.828341,147.355155
2584,50681,Moama Public School,Simms St,Moama ,2731,-36.115314,144.762821
2632,56249,Moulamein Public School,Brougham St,Moulamein ,2733,-35.08927,144.032816
2667,50470,Mulwala Public School,65 Melbourne Street,MULWALA,2647,-35.987094,146.006624
8179,46448,Junee High School,Lydia St,Junee,2663,-34.869115,147.592765
8190,46416,Cootamundra High School,Poole St,Cootamundra,2590,-34.635419,148.017191
8218,50623,Deniliquin High School,Harfleur St,Deniliquin ,2710,-35.53627,144.961269
8266,50439,James Fallon High School,400 Fallon Street,NORTH ALBURY,2640,-36.060244,146.928971
2701,50530,Naradhan Public School,Kooba St,Naradhan ,2669,-33.615639,146.327405
2933,50456,Rand Public School,Cowal St,Rand ,2642,-35.596087,146.580442
2935,50531,Rankins Springs Public School,Boree St,Rankins Springs ,2669,-33.83998,146.258245
8360,50638,Finley High School,Tocumwal St,Finley ,2713,-35.640413,145.571271
8392,50537,West Wyalong High School,30 Dumaresq St,West Wyalong ,2671,-33.915793,147.202014
8407,46417,Mount Austin High School,Leavenworth Drive,Wagga Wagga ,2650,-35.141908,147.353865
8442,50655,Gundagai High School,157 Hanley St,Gundagai,2722,-35.057144,148.099421
3109,50662,Stockinbingal Public School,Britannia St,Stockinbingal ,2725,-34.497611,147.883065
8461,50671,Barham High School,Gonn St,Barham ,2732,-35.623,144.132055
8470,50547,Murrumbidgee Regional High School - Wade,1-39 Poole St,Griffith ,2680,-34.282315,146.070718
8483,50482,Kooringal High School,Ziegler Ave,KOORINGAL,2650,-35.142886,147.381528
8503,50513,Billabong High School,Gordon St,Culcairn ,2660,-35.660874,147.043931
8505,50449,Murray High School,Kaitlers Rd,Lavington ,2641,-36.035173,146.946383
3153,50532,Tallimba Public School,Kikoira St,Tallimba ,2669,-33.993586,146.877792
3208,50445,Thurgoona Public School,Bottlebrush St,Thurgoona ,2640,-36.047283,146.983289
1076,49986,Austinmer Public School,90 Lawrence Hargrave Drive,Austinmer ,2515,-34.305398,150.934991
1081,50243,Avoca Public School,Sheepwash Rd,Avoca,2577,-34.612697,150.479766
1085,56197,Colo Vale Public School,Wattle St,Colo Vale ,2575,-34.401281,150.476178
1106,50002,Balgownie Public School,Balgownie Rd,Balgownie ,2519,-34.386984,150.872076
1149,50056,Batemans Bay Public School,Mundarra Way,Surfside,2536,-35.700051,150.188373
1168,69739,Bega Valley Public School,27 Auckland St,Bega ,2550,-36.670545,149.839095
1189,50185,Bemboka Public School,Kameruka St,Bemboka ,2550,-36.631309,149.571075
1202,49969,Berkeley Public School,BERKELEY PUBLIC SCHOOL 315 FLAGSTAFF ROAD,BERKELEY,2506,-34.480214,150.856493
1204,50178,Bermagui Public School,George St,Bermagui ,2546,-36.420776,150.063625
1206,50424,Berridale Public School,Oliver St,Berridale ,2628,-36.371444,148.827209
3225,50640,Tocumwal Public School,18-20 Morris St,Tocumwal,2714,-35.813862,145.56885
1211,50052,Berry Public School,Victoria St,Berry ,2535,-34.778317,150.689706
1223,50416,Bigga Public School,Blackman St,Bigga ,2583,-34.0847,149.144602
1231,50417,Binda Public School,Queen St,Binda ,2583,-34.331463,149.368114
1272,50175,Bodalla Public School,Potato Point Rd,Bodalla ,2545,-36.09938,150.053879
3235,46514,Tooleybuc Central School,Murray St,Tooleybuc ,2736,-35.026575,143.338058
8490,46437,Macintyre High School,Swanbrook Rd,Inverell,2360,-29.767546,151.129187
1313,50284,Boorowa Central School,Pudman St,Boorowa ,2586,-34.436712,148.726108
8519,49504,Warialda High School,Apollo Ave,Warialda ,2402,-29.547875,150.574806
8525,49351,Peel High School,88 Gunnedah Rd,Tamworth ,2340,-31.099764,150.89299
1340,50415,Braidwood Central School,Wilson St,Braidwood ,2622,-35.440595,149.798888
1345,50272,Breadalbane Public School,Collector Road,BREADALBANE,2581,-34.790546,149.487576
1347,50422,Bredbo Public School,Monaro Hwy,Bredbo ,2626,-35.95399,149.14797
1019,50442,Albury West Public School,Mott St,Albury ,2640,-36.07783,146.895548
1414,50251,Bundanoon Public School,Church St,Bundanoon ,2578,-34.657878,150.300442
1051,50519,Ardlethan Central School,Mithul St,Ardlethan ,2665,-34.354098,146.900557
1055,50520,Ariah Park Central School,Reid St,Ariah Park ,2665,-34.346925,147.218018
1481,50068,Cambewarra Public School,10 Kalinga Street,CAMBEWARRA,2540,-34.821537,150.556043
1490,50186,Candelo Public School,William St,Candelo ,2550,-36.768392,149.695674
1131,50521,Barellan Central School,Boree St,Barellan,2665,-34.287799,146.571928
1579,50179,Cobargo Public School,Wandella Rd,Cobargo,2550,-36.386942,149.882818
1587,49983,Coledale Public School,Lawrence Hargrave Drive,Coledale ,2515,-34.289546,150.947366
1590,50273,Collector Public School,Lorn St,Collector,2581,-34.914221,149.433144
1152,46415,Batlow Technology School,Pioneer St,Batlow ,2730,-35.523007,148.146548
1625,50054,Shoalhaven Heads Public School,47 Ravenscliffe Road,Shoalhaven Heads,2535,-34.853167,150.740088
1207,50636,Berrigan Public School,25-29 Momalong St,Berrigan ,2712,-35.659667,145.815664
1661,49999,Corrimal Public School,Princes Hwy,Corrimal,2518,-34.367371,150.899022
1684,50281,Crookwell Public School,Denison St,Crookwell ,2583,-34.459938,149.469806
3415,50535,Weethalle Public School,Wattle St,Weethalle ,2669,-33.880024,146.619256
3518,50536,Wyalong Public School,George Bland Ave,Wyalong ,2671,-33.923925,147.24207
1745,50437,Delegate Public School,Campbell St,Delegate ,2633,-37.041739,148.937215
1816,50194,Eden Public School,124 Imlay St,Eden ,2551,-37.063271,149.906688
3519,50538,West Wyalong Public School,Park St,West Wyalong ,2671,-33.918502,147.204056
1898,50003,Fairy Meadow Public School,Princes Hwy,Fairy Meadow ,2519,-34.390469,150.892302
1901,50071,Falls Creek Public School,26 Vidler St,Falls Creek ,2540,-34.965439,150.593403
1971,50050,Gerringong Public School,Archibald Rd,Gerringong ,2534,-34.749384,150.821499
1992,46145,Windang Public School,Oakland Ave,Windang ,2528,-34.531496,150.86597
3534,50444,Table Top Public School,Hume Hwy,Table Top ,2640,-35.967573,147.007302
3554,50549,Yenda Public School,Curran Rd,Yenda ,2681,-34.252389,146.198309
3561,50548,Yoogali Public School,1 East St,Yoogali ,2680,-34.299691,146.086176
3563,50300,Young Public School,Bruce St,Young ,2594,-34.321407,148.290231
3923,50515,Kapooka Public School,Sturt Ave,Kapooka ,2661,-35.15070215,147.3033056
4173,50483,Kooringal Public School,Lake Albert Rd,Wagga Wagga ,2650,-35.148828,147.373239
2111,50275,Gunning Public School,Yass St,Gunning ,2581,-34.783525,149.265602
2153,49977,Helensburgh Public School,Fletcher Street,Helensburgh ,2508,-34.184207,150.988393
2166,50237,Hill Top Public School,Linda St,Hill Top ,2575,-34.354826,150.491396
2199,50075,Huskisson Public School,Sydney St,Huskisson,2540,-35.036821,150.668104
2218,50045,Jamberoo Public School,Churchill St,Jamberoo ,2533,-34.644622,150.773003
4268,50541,Griffith East Public School,Wakaden St,Griffith ,2680,-34.286141,146.061792
4375,50475,Ashmont Public School,Bardia St,Wagga Wagga ,2650,-35.124467,147.332815
2271,49940,Keiraville Public School,286 Gipps Road,Keiraville ,2500,-34.414114,150.873364
2293,50048,Kiama Public School,67 Bong Bong Street,KIAMA,2533,-34.669659,150.850567
2354,50420,Laggan Public School,Laggan Rd,Laggan ,2583,-34.406246,149.527721
2496,50260,Marulan Public School,63 George St,Marulan ,2579,-34.713399,150.006603
2526,50180,Merimbula Public School,47-55 Main Street,MERIMBULA,2548,-36.886525,149.916952
4410,50488,Red Hill Public School,Hawkes Place,Wagga Wagga ,2650,-35.146431,147.347641
4456,50645,Franklin Public School,Forest St,Tumut ,2720,-35.315059,148.230502
2581,50238,Mittagong Public School,21 Pioneer St,Mittagong ,2575,-34.448044,150.44438
5653,56282,Wewak Street School,973 Wewak Street,North Albury,2640,-36.058451,146.929575
2628,50061,Moruya Public School,22 Evans St,Moruya ,2537,-35.912616,150.076453
2631,50248,Moss Vale Public School,Browley St,Moss Vale ,2577,-34.550639,150.366434
2642,46142,Mount Keira Public School,255 Mount Keira Rd,Mount Keira ,2500,-34.411383,150.856224
5699,46488,Kalinda School,Merrigal St,Griffith,2680,-34.293126,146.035366
2752,50434,Nimmitabel Public School,Wolfe Street,NIMMITABEL,2631,-36.510937,149.289599
2758,50177,Narooma Public School,7 Montague St,Narooma ,2546,-36.218595,150.137335
2769,50172,Nowra Public School,74 Plunkett Street,NOWRA,2541,-34.879407,150.60052
2818,49978,Otford Public School,Station Rd,Otford ,2508,-34.212198,151.001507
2831,50181,Pambula Public School,25 Oregon St,Pambula ,2549,-36.925482,149.871813
2860,50264,Penrose Public School,Penrose Rd,Penrose,2579,-34.669731,150.221344
8142,50490,Wagga Wagga High School,Coleman St,Wagga Wagga ,2650,-35.124438,147.364366
2904,49958,Primbee Public School,43 Illowra Cres,Primbee,2502,-34.501421,150.882302
2917,50187,Quaama Public School,48 Cobargo St,Quaama ,2550,-36.464226,149.86705
8144,50554,Yanco Agricultural High School,259 Euroley Rd,Yanco ,2703,-34.632239,146.383678
2971,50249,Robertson Public School,47-53 Hoddle Street,ROBERTSON,2577,-34.589625,150.592483
8155,50298,Young High School,Campbell St,Young ,2594,-34.317142,148.291705
3060,50034,Shellharbour Public School,Mary St,Shellharbour ,2529,-34.578968,150.865109
3103,49979,Stanwell Park Public School,Stanwell Ave,Stanwell Park ,2508,-34.228715,150.984536
3104,49955,Warrawong Public School,127 Cowper Street,WARRAWONG,2502,-34.481367,150.877847
3137,50411,Sutton Public School,Bywong St,Sutton ,2620,-35.165611,149.254979
3154,50265,Tallong Public School,Bumballa St,TALLONG,2579,-34.721496,150.083341
8156,50557,Leeton High School,Mallee & Myrtle Sts,Leeton,2705,-34.54684,146.405976
8157,46479,Narrandera High School,19-33 Elizabeth St,Narrandera,2700,-34.74421,146.567177
8168,50524,Temora High School,Anzac St,Temora ,2666,-34.441897,147.539525
3173,50189,Tathra Public School,Bega St,Tathra ,2550,-36.732802,149.979602
3185,50084,Terara Public School,20 Millbank Rd,TERARA,2540,-34.866633,150.63038
3201,49989,Thirroul Public School,Roxburgh Ave,Thirroul,2515,-34.31521,150.918701
3214,50176,Central Tilba Public School,89 Corkhill Drive,Central Tilba ,2546,-36.315664,150.07194
8308,50464,Corowa High School,69 Redlands Rd,Corowa,2646,-35.993008,146.381577
3226,50174,Tomerong Public School,355 Hawkens Rd,Tomerong ,2540,-35.054973,150.587182
3252,50190,Towamba Public School,Towamba St,Towamba ,2550,-37.084209,149.695158
2681,50289,Murringo Public School,91 Murringo Gap Road,MURRINGO,2586,-34.297202,148.515471
3308,45438,Unanderra Public School,Derribong Drive,Cordeaux Heights ,2526,-34.445456,150.834704
3412,50278,Wee Jasper Public School,6443 Wee Jasper Rd,Wee Jasper ,2582,-35.108785,148.673792
3457,50269,Windellama Public School,3426 Windellama Rd,Windellama,2580,-35.009988,149.833521
3461,50270,Wingello Public School,Murrimba Rd,Wingello ,2579,-34.688162,150.153487
8328,46418,Murrumburrah High School,Smith St,Harden ,2587,-34.559162,148.369808
8343,46419,Tumut High School,Bogong Place,Tumut,2720,-35.312212,148.219291
8450,46379,Tumbarumba High School,101 Tooma Road,Tumbarumba ,2653,-35.783098,148.018245
3525,50192,Wyndham Public School,Monaro St,Wyndham ,2550,-36.92962,149.64656
3549,50280,Yass Public School,Laidlaw St,Yass ,2582,-34.837588,148.906865
3659,50082,Sussex Inlet Public School,39 Thomson Street,Sussex Inlet,2540,-35.167302,150.584194
3673,50173,St Georges Basin Public School,Tallyan Point Rd,Basin View ,2540,-35.090698,150.563917
3741,50259,Goulburn West Public School,Combermere St,Goulburn ,2580,-34.759172,149.700707
3820,50000,Tarrawanna Public School,Kendall St,Tarrawanna ,2518,-34.380764,150.890246
1007,50425,Adaminaby Public School,9 Cosgrove Street,ADAMINABY,2629,-35.993292,148.776721
3860,50033,Oak Flats Public School,Griffiths St,Oak Flats ,2529,-34.56257,150.817546
1015,50020,Albion Park Public School,Tongarra & Hamilton Rds,Albion Park ,2527,-34.570257,150.77262
3867,50026,Lake Illawarra South Public School,119-129 Reddall Parade,LAKE ILLAWARRA,2528,-34.539523,150.859302
3872,50073,Greenwell Point Public School,Greenwell Point Rd,Greenwell Point ,2540,-34.907445,150.730396
3877,49998,Corrimal East Public School,Duff Parade,East Corrimal,2518,-34.377988,150.906532
3881,56250,Mount St Thomas Public School,Taronga Ave,Wollongong ,2500,-34.436911,150.870048
3890,50427,Cooma North Public School,Baroona Ave,Cooma North ,2630,-36.217908,149.130576
3954,49948,Wollongong Public School,67A Church Street,WOLLONGONG,2500,-34.422861,150.896726
3960,49993,Waniora Public School,Ursula Rd,Bulli ,2516,-34.336784,150.919146
3964,50014,Figtree Public School,9 Gibsons Rd,FIGTREE,2525,-34.440841,150.854443
1209,50244,Berrima Public School,Oxley St,Berrima ,2577,-34.485882,150.340775
1287,50168,Bomaderry Public School,Cambewarra Rd,Bomaderry ,2541,-34.847379,150.608269
3979,49997,Bellambi Public School,Owen Park Rd,Bellambi ,2518,-34.371201,150.914404
4005,50031,Warilla Public School,Leawarra Ave,Warilla ,2528,-34.557172,150.854194
4011,49952,Lake Heights Public School,302 Northcliffe Drive,LAKE HEIGHTS,2502,-34.489668,150.868047
4037,49950,Cringila Public School,Sheffield St,Cringila ,2502,-34.471975,150.86987
4042,49941,Lindsay Park Public School,Thames St,Wollongong ,2500,-34.430004,150.860942
4083,49960,Kemblawarra Public School,Shellharbour Rd,Port Kembla ,2505,-34.489284,150.893254
4095,46143,Mount Ousley Public School,31 McGrath Street,Fairy Meadow,2519,-34.398869,150.88825
4106,50171,Nowra Hill Public School,Naval Air Station,Nowra ,2541,-34.93542,150.566223
4121,50021,Albion Park Rail Public School,Gow Avenue,Albion Park Rail,2527,-34.56755,150.798668
1288,50436,Bombala Public School,8 Bright St,Bombala,2632,-36.918986,149.233792
4180,49975,Berkeley West Public School,Nolan St,Berkeley ,2506,-34.475497,150.841
4246,50169,Illaroo Road Public School,103 Illaroo Road,NORTH NOWRA,2541,-34.859064,150.590007
5685,56186,G S Kidd Memorial School,37 Lincoln st,Gunnedah,2380,-30.99611687,150.2386051
4266,50039,Lakelands Public School,Lakelands Drive,Dapto ,2530,-34.505002,150.795602
4291,50032,Balarang Public School,Government Rd,Oak Flats ,2529,-34.55976,150.831115
4296,49996,Woonona East Public School,19 Corinda Road,Woonona,2517,-34.352261,150.915453
4333,50030,Warilla North Public School,Oldfield St,Warilla ,2528,-34.546621,150.85283
3272,50533,Tullibigeal Central School,Kurrajong St,Tullibigeal ,2669,-33.422886,146.722678
3311,50534,Ungarie Central School,Ungarie-Condobolin Road,UNGARIE,2669,-33.637104,146.977953
3332,50491,North Wagga Public School,Hampden Ave,Wagga Wagga,2650,-35.096215,147.379513
3333,50493,South Wagga Public School,140 Edward St,WAGGA WAGGA,2650,-35.119291,147.36681
4399,44928,Hayes Park Public School,202 Kanahooka Road,KANAHOOKA,2530,-34.491584,150.816321
4406,50252,Bradfordville Public School,10 Hampden Street,GOULBURN,2580,-34.723022,149.739879
4409,50038,Koonawarra Public School,Byamee St,Dapto ,2530,-34.501193,150.807883
4423,50041,Mount Brown Public School,Mount Brown Rd,Dapto ,2530,-34.515885,150.784817
4438,50271,Wollondilly Public School,Newton & Hoskins Sts,Goulburn ,2580,-34.742953,149.710904
4450,50276,Berinba Public School,Church St,Yass ,2582,-34.849095,148.918959
4462,50010,Figtree Heights Public School,St Georges Ave,Figtree ,2525,-34.431526,150.855504
3338,50457,Walbundrie Public School,14 Queen Street,WALBUNDRIE,2642,-35.687427,146.726779
4464,50081,Sanctuary Point Public School,Idlewild Ave,Sanctuary Point ,2540,-35.104844,150.628585
3352,50512,Walla Walla Public School,Commercial St,Walla Walla ,2659,-35.757961,146.900625
1334,50277,Bowning Public School,147 Bowning Road,Bowning ,2582,-34.769376,148.81153
4500,46144,Nareena Hills Public School,Jacaranda Ave,Figtree ,2525,-34.425765,150.84787
4501,50023,Barrack Heights Public School,25 Hunter Street,BARRACK HEIGHTS,2528,-34.559085,150.846032
4562,56278,Sunshine Bay Public School,Beach Rd,Batehaven ,2536,-35.740734,150.209961
1335,50240,Bowral Public School,Bendooley Street,BOWRAL,2576,-34.481178,150.419191
1411,49992,Bulli Public School,Haig Rd,Bulli ,2516,-34.326951,150.912703
4612,54741,Broulee Public School,Cambridge Cresc,Broulee ,2537,-35.84558,150.171898
4618,55394,North Nowra Public School,75 Judith Drive,NORTH NOWRA,2541,-34.855557,150.57716
1421,50413,Bungendore Public School,Gibraltar St,Bungendore ,2621,-35.255619,149.444628
4633,57211,Jerrabomberra Public School,Coachwood Ave,Jerrabomberra ,2619,-35.38609,149.19847
4641,64011,Shell Cove Public School,Killalea Drive & Stradbroke Avenue,Shell Cove,2529,-34.59562185,150.8541675
4649,67585,Tullimbar Public School,1 Exeter Place, Tullimbar Village,2527,-34.57857077,150.7552528
5576,57882,Highlands School,2 Maxted Street,RENWICK,2575,-34.455042,150.477057
5634,56285,The Crescent School,Fitzroy St,Goulburn ,2580,-34.744593,149.710549
1445,50245,Burrawang Public School,Church St,Burrawang ,2577,-34.592222,150.51725
5666,56261,Peterborough School,41 William Avenue,WARILLA,2528,-34.555992,150.854963
5684,56284,Tangara School,Bong Bong Rd,Mittagong ,2575,-34.451869,150.469424
5698,56169,Havenlee School,73 Judith Drive,NORTH NOWRA,2541,-34.855204,150.576325
5749,56181,Budawang School,17 Croobyar Road,Milton,2538,-35.322301,150.442182
1502,50414,Captains Flat Public School,14 Montgomery St,Captains Flat,2623,-35.587192,149.450147
8116,50255,Goulburn High School,Goldsmith St,Goulburn ,2580,-34.746861,149.711241
8143,50004,Wollongong High School of the Performing Arts,Lysaght St,Fairy Meadow,2519,-34.406432,150.889188
8165,50182,Bega High School,Upper & Eden Sts,Bega ,2550,-36.678459,149.838766
8171,50047,Kiama High School,Saddleback Mountain Rd,Kiama ,2533,-34.68066,150.847197
8191,46434,Corrimal High School,Murray Rd,Corrimal ,2518,-34.374243,150.91071
8196,50431,Monaro High School,Mittagang Road,Cooma North,2630,-36.216655,149.134021
8201,54945,Nowra High School,Moss St,Nowra ,2541,-34.872966,150.609361
8204,50035,Dapto High School,Cleveland Rd,Dapto ,2530,-34.499054,150.785868
8205,58289,Illawarra Sports High School,Gura St,Berkeley ,2506,-34.480849,150.853331
8216,50407,Queanbeyan High School,Agnes Ave,Queanbeyan ,2620,-35.353243,149.220484
8334,50279,Yass High School,Grampian St,Yass ,2582,-34.835474,148.911066
8368,50060,Moruya High School,97 Albert Street,MORUYA,2537,-35.920195,150.08015
1612,49936,Coniston Public School,CONISTON PUBLIC SCHOOL 123 AUBURN STREET,CONISTON,2500,-34.439023,150.887435
8410,46435,Woonona High School,Nicholson Lane,Woonona ,2517,-34.345037,150.910102
3353,50288,Wallendbeen Public School,King St,Wallendbeen ,2588,-34.52524,148.159228
8448,46500,Bomaderry High School,Cambewarra Rd,Bomaderry ,2541,-34.844038,150.602725
3364,50617,Wamoon Public School,Oxley Road,Wamoon,2705,-34.526015,146.330876
8452,46388,Crookwell High School,Crown Street,CROOKWELL,2583,-34.452754,149.466967
8468,50263,Mulwaree High School,40 McDermott Drive,Goulburn ,2580,-34.728245,149.730169
1727,50036,Dapto Public School,48-66 Sierra Drive,HORSLEY,2530,-34.494679,150.776781
8480,46370,Warrawong High School,Cowper St,Warrawong ,2502,-34.480163,150.875178
1891,50253,Exeter Public School,School Rd,Exeter ,2579,-34.61612,150.321828
2015,50241,Glenquarry Public School,Tourist Rd,Glenquarry ,2576,-34.522335,150.483539
8489,46367,Kanahooka High School,Robert Street,Kanahooka,2530,-34.494652,150.805362
2053,50257,Goulburn Public School,204 Bourke Street,Goulburn ,2580,-34.750563,149.717773
8524,46375,Karabar High School,84 Donald Rd,Queanbeyan ,2620,-35.365337,149.224822
8536,46376,Narooma High School,Princes Hwy,Narooma ,2546,-36.235506,150.128648
2054,50254,Goulburn East Public School,Eleanor St,Goulburn ,2580,-34.7626,149.730388
8542,46369,Smiths Hill High School,35-37 Gipps St,Wollongong ,2500,-34.418889,150.89561
8561,46389,Shoalhaven High School,Park Rd,Nowra ,2541,-34.897296,150.610096
8581,54942,Batemans Bay High School,Beach Rd,Batehaven ,2536,-35.729246,150.194447
2055,50256,Goulburn North Public School,Union St,Goulburn North ,2580,-34.744579,149.735043
8593,54663,Vincentia High School,The Wool Rd,Vincentia ,2540,-35.077698,150.662803
2056,50258,Goulburn South Public School,Addison St,Goulburn ,2580,-34.76004,149.712314
8906,46502,Oak Flats High School,The Esplanade,Oak Flats ,2529,-34.559745,150.83408
1028,51109,Alma Public School,Comstock St,Broken Hill ,2880,-31.982217,141.462443
1111,51039,Ballimore Public School,Bomen St,Ballimore ,2830,-32.193596,148.899631
1130,46402,Baradine Central School,42 Narren St,Baradine,2396,-30.950736,149.070198
1150,50975,Bathurst Public School,George St,Bathurst ,2795,-33.420942,149.570615
2104,50405,Gundaroo Public School,Lot St,Gundaroo ,2620,-35.029909,149.267076
1237,56165,Binnaway Central School,David St,Binnaway,2395,-31.552793,149.374951
1260,50999,Blayney Public School,Lindsay St,Blayney ,2799,-33.528987,149.251583
2255,50242,Kangaloon Public School,Robertson St,Kangaloon ,2576,-34.552607,150.529555
1326,51062,Bourke Public School,19 Green Street,BOURKE,2840,-30.09351,145.94968
1350,46450,Brewarrina Central School,Bourke Street,BREWARRINA,2839,-29.963669,146.859088
2256,50246,Kangaroo Valley Public School,Moss Vale-Nowra Rd,Kangaroo Valley ,2577,-34.73652,150.531996
2540,50262,Michelago Public School,20 Ryrie Street,Michelago,2620,-35.705975,149.161716
1432,51112,Burke Ward Public School,Rakow St,Broken Hill ,2880,-31.960361,141.441054
1495,51004,Canobolas Public School,Canobolas Rd,Orange ,2800,-33.305942,149.04621
1501,51069,Capertee Public School,Castlereagh Hwy,Capertee ,2846,-33.147074,149.985922
2565,50062,Milton Public School,Thomas St,Milton ,2538,-35.314149,150.435816
2586,50058,Mogo Public School,Princes Hwy,Mogo ,2536,-35.786091,150.140569
2643,50017,Mount Kembla Public School,Cordeaux Rd,Mount Kembla ,2526,-34.432399,150.817114
2896,49967,Port Kembla Public School,Gloucester Boulevard,Port Kembla ,2505,-34.48609,150.914724
2922,50408,Queanbeyan Public School,Isabella St,Queanbeyan ,2620,-35.357526,149.236154
1609,51106,Condobolin Public School,Molong Street,CONDOBOLIN,2877,-33.085514,147.149077
1615,50960,Cooerwull Public School,319 Main St,Lithgow ,2790,-33.484053,150.142093
1621,51066,Coolah Central School,Binnia St,Coolah ,2843,-31.821024,149.723624
1630,49392,Coonabarabran Public School,Cnr John St & Newell Hwy,Coonabarabran ,2357,-31.280039,149.282061
3045,49981,Scarborough Public School,Lawrence Hargrave Drive,Scarborough ,2515,-34.266182,150.966036
